setid,"Temperature, K","MolaLity of 1-dodecyl-3-methylimidazolium bromide, mol/kg","Pressure, kPa","Solvent: MolaLity of tetramethylammonium chloride, mol/kg","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
PDNwF,308.15,0.00202,84.5,0.035,994.159,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,308.15,0.00259,84.5,0.035,994.177,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,308.15,0.00285,84.5,0.035,994.188,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,308.15,0.00365,84.5,0.035,994.214,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,308.15,0.00453,84.5,0.035,994.242,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,308.15,0.005,84.5,0.035,994.259,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,308.15,0.00526,84.5,0.035,994.265,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,308.15,0.00604,84.5,0.035,994.292,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,308.15,0.00882,84.5,0.035,994.367,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,308.15,0.01217,84.5,0.035,994.458,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,308.15,0.01539,84.5,0.035,994.543,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,308.15,0.01851,84.5,0.035,994.622,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,308.15,0.02096,84.5,0.035,994.676,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,308.15,0.02586,84.5,0.035,994.796,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,308.15,0.03077,84.5,0.035,994.909,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,308.15,0.04864,84.5,0.035,995.333,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,308.15,0.06032,84.5,0.035,995.607,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,308.15,0.07604,84.5,0.035,996.013,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,308.15,0.09157,84.5,0.035,996.393,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,313.15,0,84.5,0.035,992.272,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,313.15,0.00116,84.5,0.035,992.31,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,313.15,0.00202,84.5,0.035,992.336,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,313.15,0.00259,84.5,0.035,992.353,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,313.15,0.00285,84.5,0.035,992.363,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,313.15,0.00365,84.5,0.035,992.387,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,313.15,0.00453,84.5,0.035,992.414,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,313.15,0.005,84.5,0.035,992.429,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,313.15,0.00526,84.5,0.035,992.436,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,313.15,0.00604,84.5,0.035,992.463,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,313.15,0.00882,84.5,0.035,992.536,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,313.15,0.01217,84.5,0.035,992.624,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,313.15,0.01539,84.5,0.035,992.705,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,313.15,0.01851,84.5,0.035,992.783,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,313.15,0.02096,84.5,0.035,992.836,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,313.15,0.02586,84.5,0.035,992.952,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,313.15,0.03077,84.5,0.035,993.063,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,313.15,0.04864,84.5,0.035,993.475,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,313.15,0.06032,84.5,0.035,993.734,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,313.15,0.07604,84.5,0.035,994.131,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,313.15,0.09157,84.5,0.035,994.497,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
