setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium thiocyanate,Mole fraction of propanoic acid,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ZTdib,313.15,0.1376,0.1824,100,917.7,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,313.15,0.1449,0.7359,100,1001.2,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,313.15,0.1536,0.0875,100,908.9,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,313.15,0.2098,0.3319,100,968,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,313.15,0.2549,0.1852,100,964.5,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,313.15,0.273,0.121,100,961.9,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,313.15,0.2821,0.7028,100,1031.2,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,313.15,0.2955,0.4618,100,1001.1,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,313.15,0.3821,0.3031,100,1007.8,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,313.15,0.4263,0.2218,100,1011.4,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,313.15,0.4402,0.5364,100,1041.2,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,313.15,0.4624,0.1564,100,1011.3,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,313.15,0.5051,0.0753,100,1012.1,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,313.15,0.5581,0.2791,100,1037.1,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,313.15,0.5823,0.3871,100,1046.7,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,313.15,0.6329,0.1944,100,1040.4,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,313.15,0.6793,0.2847,100,1049.5,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,313.15,0.7091,0.0944,100,1041.7,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,313.15,0.7484,0.0457,100,1040.3,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,313.15,0.7932,0.1659,100,1054.5,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,313.15,0.8534,0.1018,100,1056,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,313.15,0.9091,0.0425,100,1054.3,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
