setid,Solvent: Weight fraction of tripotassium phosphate,"Temperature, K","MolaLity of 1-ethyl-3-methylimidazolium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Ezvzb,0,313.15,1.1617,101,1045.48,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0,313.15,1.5168,101,1059.27,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0,313.15,1.8281,101,1070.69,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0,313.15,2.1548,101,1081.88,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0,313.15,2.3657,101,1088.68,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0,313.15,2.8576,101,1103.76,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0,313.15,3.0821,101,1110.32,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0,313.15,4.2247,101,1139.71,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0,313.15,5.1158,101,1159.37,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0,318.15,0.0513,101,992.784,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0,318.15,0.061,101,993.273,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0,318.15,0.0686,101,993.655,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0,318.15,0.0854,101,994.495,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0,318.15,0.0919,101,994.819,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0,318.15,0.0992,101,995.183,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0,318.15,0.1112,101,995.778,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0,318.15,0.148,101,997.627,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0,318.15,0.1822,101,999.323,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0,318.15,0.2252,101,1001.44,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0,318.15,0.3003,101,1005.07,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0,318.15,0.3341,101,1006.67,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0,318.15,0.4578,101,1012.51,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0,318.15,0.6345,101,1020.7,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0,318.15,0.8313,101,1029.33,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0,318.15,1.1617,101,1043.12,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0,318.15,1.5168,101,1056.83,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0,318.15,1.8281,101,1068.17,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0,318.15,2.1548,101,1079.29,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0,318.15,2.3657,101,1086.05,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0,318.15,2.8576,101,1101.02,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0,318.15,3.0821,101,1107.55,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0,318.15,4.2247,101,1136.75,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0,318.15,5.1158,101,1156.3,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,298.15,0.0376,101,1095.01,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,298.15,0.0476,101,1095.37,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,298.15,0.0583,101,1095.76,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,298.15,0.089,101,1096.86,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,298.15,0.1201,101,1097.96,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,298.15,0.3062,101,1104.53,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,298.15,0.5702,101,1113.44,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,298.15,0.866,101,1122.92,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,298.15,1.0464,101,1128.4,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,298.15,1.1891,101,1132.61,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,298.15,1.3554,101,1137.35,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,303.15,0.0376,101,1092.96,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,303.15,0.0476,101,1093.32,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,303.15,0.0583,101,1093.7,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,303.15,0.089,101,1094.81,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,303.15,0.1201,101,1095.91,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,303.15,0.3062,101,1102.43,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,303.15,0.5702,101,1111.28,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,303.15,0.866,101,1120.69,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,303.15,1.0464,101,1126.13,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,303.15,1.1891,101,1130.28,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,303.15,1.3554,101,1135.03,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,308.15,0.0376,101,1090.78,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,308.15,0.0476,101,1091.13,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,308.15,0.0583,101,1091.51,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,308.15,0.089,101,1092.61,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,308.15,0.1201,101,1093.71,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,308.15,0.3062,101,1100.2,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,308.15,0.5702,101,1108.99,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,308.15,0.866,101,1118.32,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,308.15,1.0464,101,1123.71,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,308.15,1.1891,101,1127.84,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,308.15,1.3554,101,1132.5,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,313.15,0.0376,101,1088.49,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,313.15,0.0476,101,1088.84,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,313.15,0.0583,101,1089.22,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,313.15,0.089,101,1090.3,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,313.15,0.1201,101,1091.39,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,313.15,0.3062,101,1097.84,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,313.15,0.5702,101,1106.57,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,313.15,0.866,101,1115.84,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,313.15,1.0464,101,1121.18,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,313.15,1.1891,101,1125.29,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,313.15,1.3554,101,1129.9,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,318.15,0.0376,101,1086.08,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,318.15,0.0476,101,1086.42,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,318.15,0.0583,101,1086.8,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,318.15,0.089,101,1087.88,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,318.15,0.1201,101,1088.97,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,318.15,0.3062,101,1095.36,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,318.15,0.5702,101,1104.06,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,318.15,0.866,101,1113.24,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,318.15,1.0464,101,1118.55,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,318.15,1.1891,101,1122.63,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.1,318.15,1.3554,101,1127.23,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
