setid,"Pressure, kPa","Temperature, K",Mole fraction of 1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
kkFyF,100,323.15,0.7001,1117.4,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,323.15,0.7998,1126.4,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,323.15,0.8997,1134.4,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,323.15,1,1140.7,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,328.15,0,743.6,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,328.15,0.0999,905.4,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,328.15,0.1999,988.9,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,328.15,0.2998,1040.8,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,328.15,0.3997,1070.4,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,328.15,0.4999,1090.2,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,328.15,0.6002,1103.7,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,328.15,0.7001,1114.5,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,328.15,0.7998,1123.6,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,328.15,0.8997,1131.6,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,328.15,1,1137.9,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,333.15,0,738,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,333.15,0.0999,901.7,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,333.15,0.1999,985.3,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,333.15,0.2998,1037.7,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,333.15,0.3997,1067.4,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,333.15,0.4999,1087.2,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,333.15,0.6002,1100.8,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,333.15,0.7001,1111.7,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,333.15,0.7998,1120.8,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,333.15,0.8997,1128.9,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,333.15,1,1135.1,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
