setid,"Temperature, K","MolaLity of N-acetyl-L-leucine, mol/kg","Solvent: MolaLity of 1-butyl-3-methylimidazolium chloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
cKhFT,308.15,0,0.005,100,994.08,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,308.15,0,0.01,100,994.14,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,308.15,0,0.03,100,994.36,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,308.15,0,0.05,100,994.57,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,308.15,0.00497,0.005,100,994.21,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,308.15,0.00499,0.05,100,994.7,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,308.15,0.005,0.03,100,994.48,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,308.15,0.00507,0.01,100,994.27,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,308.15,0.00514,0,100,994.16,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,308.15,0.008,0.01,100,994.34,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,308.15,0.008,0.05,100,994.77,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,308.15,0.00801,0,100,994.23,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,308.15,0.00802,0.03,100,994.55,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,308.15,0.00812,0.005,100,994.29,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,308.15,0.01003,0.05,100,994.82,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,308.15,0.01006,0.01,100,994.39,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,308.15,0.01008,0,100,994.28,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,308.15,0.01009,0.03,100,994.61,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,308.15,0.01015,0.005,100,994.34,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,308.15,0.01994,0,100,994.53,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,308.15,0.02001,0.01,100,994.64,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,308.15,0.02011,0.005,100,994.59,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,308.15,0.02011,0.03,100,994.85,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,308.15,0.02011,0.05,100,995.07,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,308.15,0.02494,0,100,994.65,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,308.15,0.02496,0.005,100,994.71,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,308.15,0.025,0.01,100,994.76,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,308.15,0.025,0.03,100,994.97,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,308.15,0.025,0.05,100,995.19,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,308.15,0.02936,0,100,994.76,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,308.15,0.0298,0.005,100,994.83,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,308.15,0.02989,0.05,100,995.31,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,308.15,0.0299,0.03,100,995.09,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,308.15,0.03003,0.01,100,994.89,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,308.15,0.035,0.01,100,995.01,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,308.15,0.035,0.03,100,995.22,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,308.15,0.035,0.05,100,995.43,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,308.15,0.03503,0.005,100,994.96,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,308.15,0.03673,0,100,994.95,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,308.15,0.03988,0.05,100,995.55,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,308.15,0.03994,0.03,100,995.34,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,308.15,0.04,0,100,995.03,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,308.15,0.04004,0.01,100,995.13,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,308.15,0.04015,0.005,100,995.09,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,318.15,0,0,100,990.22,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,318.15,0,0.005,100,990.27,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,318.15,0,0.01,100,990.32,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,318.15,0,0.03,100,990.51,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,318.15,0,0.05,100,990.7,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,318.15,0.00497,0.005,100,990.39,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,318.15,0.00499,0.05,100,990.82,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,318.15,0.005,0.03,100,990.62,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,318.15,0.00507,0.01,100,990.44,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,318.15,0.00514,0,100,990.34,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,318.15,0.008,0.01,100,990.5,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,318.15,0.008,0.05,100,990.89,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,318.15,0.00801,0,100,990.41,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,318.15,0.00802,0.03,100,990.7,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,318.15,0.00812,0.005,100,990.46,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,318.15,0.01003,0.05,100,990.93,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,318.15,0.01006,0.01,100,990.55,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,318.15,0.01008,0,100,990.46,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,318.15,0.01009,0.03,100,990.74,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,318.15,0.01015,0.005,100,990.51,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,318.15,0.01994,0,100,990.69,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,318.15,0.02001,0.01,100,990.79,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,318.15,0.02011,0.005,100,990.74,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,318.15,0.02011,0.03,100,990.98,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,318.15,0.02011,0.05,100,991.17,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,318.15,0.02494,0,100,990.81,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,318.15,0.02496,0.005,100,990.86,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,318.15,0.025,0.01,100,990.91,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,318.15,0.025,0.03,100,991.1,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,318.15,0.025,0.05,100,991.28,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,318.15,0.02936,0,100,990.92,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,318.15,0.0298,0.005,100,990.97,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,318.15,0.02989,0.05,100,991.39,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,318.15,0.0299,0.03,100,991.21,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,318.15,0.03003,0.01,100,991.02,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,318.15,0.035,0.01,100,991.14,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,318.15,0.035,0.03,100,991.33,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,318.15,0.035,0.05,100,991.51,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,318.15,0.03503,0.005,100,991.1,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,318.15,0.03673,0,100,991.09,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,318.15,0.03988,0.05,100,991.63,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,318.15,0.03994,0.03,100,991.44,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,318.15,0.04,0,100,991.17,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,318.15,0.04004,0.01,100,991.26,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
cKhFT,318.15,0.04015,0.005,100,991.22,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
