setid,Mole fraction of 1-butyl-3-methylimidazolium trifluoromethanesulfonate,Mole fraction of dimethyl sulfoxide,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
SsrvF,0.473,0.2581,313.15,100,1234.8,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AALwIY,OCCO,"1,2-ethanediol"
SsrvF,0.473,0.2581,318.15,100,1230.7,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AALwIY,OCCO,"1,2-ethanediol"
SsrvF,0.473,0.2581,323.15,100,1226.6,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AALwIY,OCCO,"1,2-ethanediol"
SsrvF,0.5076,0.2336,298.15,100,1251.9,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AALwIY,OCCO,"1,2-ethanediol"
SsrvF,0.5076,0.2336,303.15,100,1247.8,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AALwIY,OCCO,"1,2-ethanediol"
SsrvF,0.5076,0.2336,308.15,100,1243.7,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AALwIY,OCCO,"1,2-ethanediol"
SsrvF,0.5076,0.2336,313.15,100,1239.8,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AALwIY,OCCO,"1,2-ethanediol"
SsrvF,0.5076,0.2336,318.15,100,1235.7,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AALwIY,OCCO,"1,2-ethanediol"
SsrvF,0.5076,0.2336,323.15,100,1231.6,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AALwIY,OCCO,"1,2-ethanediol"
SsrvF,0.5442,0.2004,298.15,100,1256.9,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AALwIY,OCCO,"1,2-ethanediol"
SsrvF,0.5442,0.2004,303.15,100,1252.8,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AALwIY,OCCO,"1,2-ethanediol"
SsrvF,0.5442,0.2004,308.15,100,1248.8,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AALwIY,OCCO,"1,2-ethanediol"
SsrvF,0.5442,0.2004,313.15,100,1244.7,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AALwIY,OCCO,"1,2-ethanediol"
SsrvF,0.5442,0.2004,318.15,100,1240.7,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AALwIY,OCCO,"1,2-ethanediol"
SsrvF,0.5442,0.2004,323.15,100,1236.6,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AALwIY,OCCO,"1,2-ethanediol"
SsrvF,0.5775,0.1858,298.15,100,1260.4,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AALwIY,OCCO,"1,2-ethanediol"
SsrvF,0.5775,0.1858,303.15,100,1256.3,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AALwIY,OCCO,"1,2-ethanediol"
SsrvF,0.5775,0.1858,308.15,100,1252.3,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AALwIY,OCCO,"1,2-ethanediol"
SsrvF,0.5775,0.1858,313.15,100,1248.1,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AALwIY,OCCO,"1,2-ethanediol"
SsrvF,0.5775,0.1858,318.15,100,1244,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AALwIY,OCCO,"1,2-ethanediol"
SsrvF,0.5775,0.1858,323.15,100,1240,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AALwIY,OCCO,"1,2-ethanediol"
SsrvF,0.6051,0.18,298.15,100,1263.2,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AALwIY,OCCO,"1,2-ethanediol"
SsrvF,0.6051,0.18,303.15,100,1259.2,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AALwIY,OCCO,"1,2-ethanediol"
SsrvF,0.6051,0.18,308.15,100,1255.1,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AALwIY,OCCO,"1,2-ethanediol"
SsrvF,0.6051,0.18,313.15,100,1250.8,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AALwIY,OCCO,"1,2-ethanediol"
SsrvF,0.6051,0.18,318.15,100,1246.8,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AALwIY,OCCO,"1,2-ethanediol"
SsrvF,0.6051,0.18,323.15,100,1242.8,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AALwIY,OCCO,"1,2-ethanediol"
SsrvF,0.6226,0.1647,298.15,100,1264.5,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AALwIY,OCCO,"1,2-ethanediol"
SsrvF,0.6226,0.1647,303.15,100,1260.4,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AALwIY,OCCO,"1,2-ethanediol"
SsrvF,0.6226,0.1647,308.15,100,1256.3,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AALwIY,OCCO,"1,2-ethanediol"
SsrvF,0.6226,0.1647,313.15,100,1252.3,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AALwIY,OCCO,"1,2-ethanediol"
SsrvF,0.6226,0.1647,318.15,100,1248.2,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AALwIY,OCCO,"1,2-ethanediol"
SsrvF,0.6226,0.1647,323.15,100,1244.2,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AALwIY,OCCO,"1,2-ethanediol"
SsrvF,0.6651,0.1526,298.15,100,1268.3,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AALwIY,OCCO,"1,2-ethanediol"
SsrvF,0.6651,0.1526,303.15,100,1264.2,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AALwIY,OCCO,"1,2-ethanediol"
SsrvF,0.6651,0.1526,308.15,100,1260.2,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AALwIY,OCCO,"1,2-ethanediol"
SsrvF,0.6651,0.1526,313.15,100,1256,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AALwIY,OCCO,"1,2-ethanediol"
SsrvF,0.6651,0.1526,318.15,100,1252,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AALwIY,OCCO,"1,2-ethanediol"
SsrvF,0.6651,0.1526,323.15,100,1248,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AALwIY,OCCO,"1,2-ethanediol"
SsrvF,0.6961,0.1474,298.15,100,1270.5,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AALwIY,OCCO,"1,2-ethanediol"
SsrvF,0.6961,0.1474,303.15,100,1266.5,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AALwIY,OCCO,"1,2-ethanediol"
SsrvF,0.6961,0.1474,308.15,100,1262.4,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AALwIY,OCCO,"1,2-ethanediol"
SsrvF,0.6961,0.1474,313.15,100,1258.4,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AALwIY,OCCO,"1,2-ethanediol"
SsrvF,0.6961,0.1474,318.15,100,1254.4,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AALwIY,OCCO,"1,2-ethanediol"
SsrvF,0.6961,0.1474,323.15,100,1250.3,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AALwIY,OCCO,"1,2-ethanediol"
