setid,"Temperature, K","MolaLity of glycylglycine, mol/kg","Solvent: MolaLity of 1-hexyl-3-methylimidazolium chloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
rvgyA,303.15,0.39945,0,101,1016.84,Chadha et al. (2016),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
rvgyA,303.15,0.39999,0.03,101,1017.31,Chadha et al. (2016),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
rvgyA,303.15,0.40031,0.01,101,1016.79,Chadha et al. (2016),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
rvgyA,303.15,0.49755,0.03,101,1022.15,Chadha et al. (2016),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
rvgyA,303.15,0.49894,0.01,101,1021.72,Chadha et al. (2016),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
rvgyA,303.15,0.50316,0,101,1022.04,Chadha et al. (2016),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
rvgyA,303.15,0.59936,0.03,101,1027.11,Chadha et al. (2016),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
rvgyA,303.15,0.60124,0.01,101,1026.72,Chadha et al. (2016),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
rvgyA,303.15,0.6052,0,101,1027.06,Chadha et al. (2016),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
rvgyA,303.15,0.69663,0.03,101,1031.74,Chadha et al. (2016),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
rvgyA,303.15,0.69755,0.01,101,1031.34,Chadha et al. (2016),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
rvgyA,303.15,0.70488,0,101,1031.87,Chadha et al. (2016),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
rvgyA,303.15,0.79914,0.01,101,1036.13,Chadha et al. (2016),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
rvgyA,303.15,0.80036,0,101,1036.37,Chadha et al. (2016),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
rvgyA,303.15,0.8129,0.03,101,1037.15,Chadha et al. (2016),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
rvgyA,303.15,0.88183,0.01,101,1039.94,Chadha et al. (2016),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
rvgyA,303.15,0.90661,0,101,1041.26,Chadha et al. (2016),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
rvgyA,303.15,0.92848,0.03,101,1042.41,Chadha et al. (2016),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
rvgyA,303.15,0.99595,0,101,1045.32,Chadha et al. (2016),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
rvgyA,303.15,1.00097,0.01,101,1045.33,Chadha et al. (2016),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
rvgyA,303.15,1.00587,0.03,101,1045.86,Chadha et al. (2016),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
rvgyA,308.15,0.09883,0.01,101,999.452,Chadha et al. (2016),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
rvgyA,308.15,0.0992,0.03,101,1000.1,Chadha et al. (2016),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
rvgyA,308.15,0.10039,0,101,999.495,Chadha et al. (2016),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
rvgyA,308.15,0.19952,0.01,101,1004.74,Chadha et al. (2016),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
rvgyA,308.15,0.20017,0,101,1004.8,Chadha et al. (2016),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
rvgyA,308.15,0.20143,0.03,101,1005.46,Chadha et al. (2016),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
rvgyA,308.15,0.29969,0.01,101,1009.9,Chadha et al. (2016),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
rvgyA,308.15,0.3011,0.03,101,1010.57,Chadha et al. (2016),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
rvgyA,308.15,0.30224,0,101,1010.12,Chadha et al. (2016),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
rvgyA,308.15,0.39945,0,101,1015.08,Chadha et al. (2016),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
rvgyA,308.15,0.39999,0.03,101,1015.55,Chadha et al. (2016),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
rvgyA,308.15,0.40031,0.01,101,1014.99,Chadha et al. (2016),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
rvgyA,308.15,0.49755,0.03,101,1020.36,Chadha et al. (2016),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
rvgyA,308.15,0.49894,0.01,101,1019.88,Chadha et al. (2016),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
rvgyA,308.15,0.50316,0,101,1020.26,Chadha et al. (2016),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
rvgyA,308.15,0.59936,0.03,101,1025.28,Chadha et al. (2016),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
rvgyA,308.15,0.60124,0.01,101,1024.85,Chadha et al. (2016),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
rvgyA,308.15,0.6052,0,101,1025.26,Chadha et al. (2016),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
rvgyA,308.15,0.69663,0.03,101,1029.9,Chadha et al. (2016),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
rvgyA,308.15,0.69755,0.01,101,1029.43,Chadha et al. (2016),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
rvgyA,308.15,0.70488,0,101,1030.03,Chadha et al. (2016),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
rvgyA,308.15,0.79914,0.01,101,1034.19,Chadha et al. (2016),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
rvgyA,308.15,0.80036,0,101,1034.51,Chadha et al. (2016),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
rvgyA,308.15,0.8129,0.03,101,1035.28,Chadha et al. (2016),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
rvgyA,308.15,0.88183,0.01,101,1038,Chadha et al. (2016),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
rvgyA,308.15,0.90661,0,101,1039.38,Chadha et al. (2016),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
rvgyA,308.15,0.92848,0.03,101,1040.51,Chadha et al. (2016),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
rvgyA,308.15,0.99595,0,101,1043.4,Chadha et al. (2016),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
rvgyA,308.15,1.00097,0.01,101,1043.36,Chadha et al. (2016),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
rvgyA,308.15,1.00587,0.03,101,1043.95,Chadha et al. (2016),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
