setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium tetrafluoroborate,Mole fraction of N-methylpyrrolidone,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
mnJEG,308.15,0.1658,0.5244,100,1061.5,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,308.15,0.1831,0.4983,100,1069.3,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,308.15,0.2039,0.4499,100,1078.7,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,308.15,0.2242,0.4251,100,1087.5,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,308.15,0.2397,0.4077,100,1093.8,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,308.15,0.2472,0.3999,100,1096.7,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,308.15,0.2667,0.3807,100,1103.8,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,308.15,0.2932,0.3572,100,1112.2,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,308.15,0.3198,0.3361,100,1119.6,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,308.15,0.3419,0.3201,100,1125.2,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,308.15,0.3587,0.3086,100,1129.2,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,308.15,0.3736,0.2989,100,1132.6,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,308.15,0.3956,0.2852,100,1137.5,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,308.15,0.412,0.2754,100,1141.1,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,308.15,0.4232,0.2689,100,1143.6,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,308.15,0.4408,0.2589,100,1147.5,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,308.15,0.4599,0.2483,100,1151.7,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,308.15,0.475,0.2401,100,1155.1,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,308.15,0.5029,0.2253,100,1161.5,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,308.15,0.5217,0.2155,100,1165.9,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,308.15,0.5397,0.2062,100,1170.1,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,308.15,0.5523,0.1997,100,1173,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
mnJEG,308.15,0.5712,0.1899,100,1177.3,Sharma et al. (2015a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
