setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium acetate,"Pressure, kPa",Solvent: Mole ratio of acetic acid to other component of binary solvent,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ZEUSB,333.15,0.4,100,2,1058.7,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate
ZEUSB,333.15,0.5,100,2,1054.4,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate
ZEUSB,333.15,0.6,100,2,1055.1,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate
ZEUSB,333.15,0.7,100,2,1048.8,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate
ZEUSB,333.15,0.8,100,2,1043.6,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate
ZEUSB,333.15,0.9,100,2,1039.4,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate
ZEUSB,333.15,1,100,2,1031.6,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate
ZEUSB,338.15,0,100,2,1061.3,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate
ZEUSB,338.15,0.1,100,2,1063.1,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate
ZEUSB,338.15,0.2,100,2,1061.2,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate
ZEUSB,338.15,0.3,100,2,1057.8,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate
ZEUSB,338.15,0.4,100,2,1055.2,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate
ZEUSB,338.15,0.5,100,2,1051.1,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate
ZEUSB,338.15,0.6,100,2,1051.8,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate
ZEUSB,338.15,0.7,100,2,1045.5,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate
ZEUSB,338.15,0.8,100,2,1040.5,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate
ZEUSB,338.15,0.9,100,2,1036.3,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate
ZEUSB,338.15,1,100,2,1028.7,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate
ZEUSB,343.15,0,100,2,1057.5,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate
ZEUSB,343.15,0.1,100,2,1059.4,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate
ZEUSB,343.15,0.2,100,2,1057.5,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate
ZEUSB,343.15,0.3,100,2,1054.3,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate
ZEUSB,343.15,0.4,100,2,1051.8,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate
ZEUSB,343.15,0.5,100,2,1047.7,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate
ZEUSB,343.15,0.6,100,2,1048.4,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate
ZEUSB,343.15,0.7,100,2,1042.3,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate
ZEUSB,343.15,0.8,100,2,1037.3,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate
ZEUSB,343.15,0.9,100,2,1033.2,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate
ZEUSB,343.15,1,100,2,1025.7,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate
