setid,"Temperature, K","MolaLity of lithium trifluoromethanesulfonate, mol/kg","Pressure, kPa","Specific density<SUP>*</SUP>, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
bNQdw,338.15,5.8794,100,310.99,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,338.15,7.4931,100,363.91,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,338.15,9.6345,100,421.4,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,343.15,0.04996,100,3.884,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,343.15,0.06998,100,5.426,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,343.15,0.1002,100,7.75,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,343.15,0.2,100,15.319,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,343.15,0.3997,100,30.098,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,343.15,0.6998,100,51.462,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,343.15,0.9883,100,71.105,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,343.15,1.4996,100,103.87,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,343.15,1.9995,100,133.71,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,343.15,2.9985,100,187.5,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,343.15,3.9912,100,234.47,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,343.15,5.8794,100,309.59,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,343.15,7.4931,100,362.32,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
bNQdw,343.15,9.6345,100,419.67,Hu et al. (2016),Density,Liquid,AADYJk,O,water,AAeAbd,O=S(=O)([O-])C(F)(F)F.[Li+],lithium trifluoromethanesulfonate,,,
