setid,"Temperature, K",Mole fraction of dimethylformamide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
pxtQd,328.15,0,100,1366.6,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,328.15,0.1268,100,1348.8,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,328.15,0.2011,100,1336.6,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,328.15,0.3028,100,1317.3,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,328.15,0.3824,100,1299.7,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,328.15,0.5078,100,1265.4,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,328.15,0.6249,100,1223.3,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,328.15,0.7548,100,1158.6,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,328.15,0.8764,100,1068,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,328.15,0.9157,100,1028.6,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,328.15,1,100,915.2,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,333.15,0,100,1362.3,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,333.15,0.1268,100,1344.5,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,333.15,0.2011,100,1332.3,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,333.15,0.3028,100,1312.9,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,333.15,0.3824,100,1295.2,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,333.15,0.5078,100,1260.8,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,333.15,0.6249,100,1218.7,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,333.15,0.7548,100,1153.9,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,333.15,0.8764,100,1063.3,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,333.15,0.9157,100,1023.8,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
pxtQd,333.15,1,100,910.4,Massel et al. (2015),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
