setid,Mole fraction of carbon dioxide,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
cEeJz,0.6009,298.15,10000,1241,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.6009,298.15,20000,1245.1,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.6009,298.15,40000,1252.7,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.6009,298.15,60000,1260.1,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.6009,298.15,80000,1267,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.6009,298.15,100000,1273.7,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.6009,298.15,120000,1280.2,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.6009,313.15,10000,1230.6,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.6009,313.15,20000,1234.8,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.6009,313.15,40000,1242.7,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.6009,313.15,60000,1250.3,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.6009,313.15,80000,1257.5,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.6009,313.15,100000,1264.3,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.6009,313.15,120000,1270.8,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.6009,333.15,10000,1216.9,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.6009,333.15,20000,1221.3,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.6009,333.15,40000,1229.7,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.6009,333.15,60000,1237.6,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.6009,333.15,80000,1245.1,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.6009,333.15,100000,1252.2,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.6009,333.15,120000,1258.8,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.6009,348.15,10000,1207.1,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.6009,348.15,20000,1211.7,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.6009,348.15,40000,1220.3,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.6009,348.15,60000,1228.5,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.6009,348.15,80000,1236.1,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.6009,348.15,100000,1243.5,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.6009,348.15,120000,1250.4,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.6009,373.15,10000,1190.6,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.6009,373.15,20000,1195.4,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.6009,373.15,40000,1204.6,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.6009,373.15,60000,1213.2,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.6009,373.15,80000,1221.3,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.6009,373.15,100000,1229,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.6009,373.15,120000,1236.2,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.6009,398.15,10000,1174.3,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.6009,398.15,20000,1179.6,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.6009,398.15,40000,1189.4,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.6009,398.15,60000,1198.5,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.6009,398.15,80000,1207,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.6009,398.15,100000,1215.1,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.6009,398.15,120000,1222.5,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.7987,278.15,10000,1218.8,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.7987,278.15,20000,1226.2,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.7987,278.15,40000,1234.5,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.7987,278.15,60000,1243.5,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.7987,278.15,80000,1253.9,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.7987,278.15,100000,1265.9,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.7987,278.15,120000,1279.3,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.7987,298.15,10000,1170,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.7987,298.15,20000,1208.1,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.7987,298.15,40000,1223.8,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.7987,298.15,60000,1233.3,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.7987,298.15,80000,1242.5,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.7987,298.15,100000,1252,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.7987,298.15,120000,1261.6,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.7987,313.15,20000,1187.1,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.7987,313.15,40000,1203.5,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.7987,313.15,60000,1210.2,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.7987,313.15,80000,1218.3,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.7987,313.15,100000,1229.5,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.7987,313.15,120000,1245.8,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.7987,333.15,20000,1113.4,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.7987,333.15,40000,1188.2,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.7987,333.15,60000,1199.2,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.7987,333.15,80000,1207.7,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.7987,333.15,100000,1216.6,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.7987,333.15,120000,1225.6,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.7987,348.15,40000,1172.9,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.7987,348.15,60000,1189.5,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.7987,348.15,80000,1198.1,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.7987,348.15,100000,1206.7,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.7987,348.15,120000,1217.3,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.7987,373.15,40000,1128.5,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.7987,373.15,60000,1170,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.7987,373.15,80000,1181.9,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.7987,373.15,100000,1189.6,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.7987,373.15,120000,1194.8,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.7987,398.15,40000,1040.7,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.7987,398.15,60000,1147.2,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.7987,398.15,80000,1165.2,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.7987,398.15,100000,1173.9,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cEeJz,0.7987,398.15,120000,1178.3,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
