setid,"Temperature, K",Mole fraction of 1-ethyl-1-methylpyrrolidinium diethyl phosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Kjyur,323.15,0.3004,100,981,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,323.15,0.4001,100,1010,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,323.15,0.4997,100,1032,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,323.15,0.6002,100,1050,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,323.15,0.7001,100,1063,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,323.15,0.8011,100,1074,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,323.15,0.8985,100,1084,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,323.15,1,100,1092,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,328.15,0,100,759,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,328.15,0.02,100,788,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,328.15,0.0403,100,813,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,328.15,0.08,100,854,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,328.15,0.1003,100,871,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,328.15,0.1204,100,887,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,328.15,0.16,100,913,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,328.15,0.2001,100,935,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,328.15,0.3004,100,978,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,328.15,0.4001,100,1007,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,328.15,0.4997,100,1029,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,328.15,0.6002,100,1046,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,328.15,0.7001,100,1060,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,328.15,0.8011,100,1071,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,328.15,0.8985,100,1080,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,328.15,1,100,1089,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,333.15,0,100,754,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,333.15,0.02,100,783,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,333.15,0.0403,100,809,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,333.15,0.08,100,850,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,333.15,0.1003,100,868,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,333.15,0.1204,100,883,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,333.15,0.16,100,909,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,333.15,0.2001,100,932,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,333.15,0.3004,100,974,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,333.15,0.4001,100,1003,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,333.15,0.4997,100,1025,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,333.15,0.6002,100,1043,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,333.15,0.7001,100,1057,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,333.15,0.8011,100,1068,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,333.15,0.8985,100,1077,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,333.15,1,100,1086,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,338.15,0,100,749,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,338.15,0.02,100,779,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,338.15,0.0403,100,805,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,338.15,0.08,100,846,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,338.15,0.1003,100,864,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,338.15,0.1204,100,879,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,338.15,0.16,100,906,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,338.15,0.2001,100,928,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,338.15,0.3004,100,971,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,338.15,0.4001,100,1000,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,338.15,0.4997,100,1022,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,338.15,0.6002,100,1040,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,338.15,0.7001,100,1054,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,338.15,0.8011,100,1065,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,338.15,0.8985,100,1074,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,338.15,1,100,1082,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
