setid,"Temperature, K","Solvent: MolaLity of sodium dodecyl sulfate, mol/kg","MolaLity of pentan-1-ol, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
yRRRr,308.15,0.3017,0.04,101,1003.7,De Lisi et al. (1984),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
yRRRr,308.15,0.3017,0.0999,101,1002.6,De Lisi et al. (1984),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
yRRRr,308.15,0.3017,0.2,101,1000.8,De Lisi et al. (1984),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
yRRRr,308.15,0.3017,0.3999,101,997.2,De Lisi et al. (1984),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
yRRRr,308.15,0.3017,0.5998,101,993.7,De Lisi et al. (1984),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
yRRRr,308.15,0.3017,0.8001,101,990.3,De Lisi et al. (1984),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
yRRRr,308.15,0.3975,0,101,1007.4,De Lisi et al. (1984),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
yRRRr,308.15,0.3975,0.05,101,1006.4,De Lisi et al. (1984),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
yRRRr,308.15,0.3975,0.1,101,1005.5,De Lisi et al. (1984),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
yRRRr,308.15,0.3975,0.2,101,1003.6,De Lisi et al. (1984),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
yRRRr,308.15,0.3975,0.4,101,1000,De Lisi et al. (1984),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
yRRRr,308.15,0.3975,0.6,101,996.4,De Lisi et al. (1984),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
yRRRr,308.15,0.3975,0.7993,101,992.9,De Lisi et al. (1984),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
yRRRr,308.15,0.5497,0,101,1011.9,De Lisi et al. (1984),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
yRRRr,308.15,0.5497,0.05,101,1010.9,De Lisi et al. (1984),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
yRRRr,308.15,0.5497,0.1,101,1009.9,De Lisi et al. (1984),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
yRRRr,308.15,0.5497,0.2,101,1007.9,De Lisi et al. (1984),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
yRRRr,308.15,0.5497,0.4,101,1004.1,De Lisi et al. (1984),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
yRRRr,308.15,0.5497,0.6,101,1000.4,De Lisi et al. (1984),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
yRRRr,308.15,0.9845,0,101,1022.8,De Lisi et al. (1984),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
yRRRr,308.15,0.9845,0.0597,101,1021.6,De Lisi et al. (1984),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
yRRRr,308.15,0.9845,0.1001,101,1020.7,De Lisi et al. (1984),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
yRRRr,308.15,0.9845,0.12,101,1020.3,De Lisi et al. (1984),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
yRRRr,308.15,0.9845,0.14,101,1019.8,De Lisi et al. (1984),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
yRRRr,308.15,0.9845,0.16,101,1019.4,De Lisi et al. (1984),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
yRRRr,308.15,0.9845,0.18,101,1019,De Lisi et al. (1984),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
yRRRr,308.15,0.9845,0.1999,101,1018.6,De Lisi et al. (1984),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
