setid,"Solvent: MolaLity of propylammonium formate, mol/kg","MolaLity of D-glucose, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
RakRk,0.4,0.0504,318.15,100,996.932,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.4,0.0504,323.15,100,994.72,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.4,0.0711,293.15,100,1006.73,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.4,0.0711,298.15,100,1005.39,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.4,0.0711,303.15,100,1003.91,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.4,0.0711,308.15,100,1002.25,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.4,0.0711,313.15,100,1000.38,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.4,0.0711,318.15,100,998.321,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.4,0.0711,323.15,100,996.11,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.4,0.1011,293.15,100,1008.78,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.4,0.1011,298.15,100,1007.4,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.4,0.1011,303.15,100,1005.91,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.4,0.1011,308.15,100,1004.25,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.4,0.1011,313.15,100,1002.39,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.4,0.1011,318.15,100,1000.32,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.4,0.1011,323.15,100,998.115,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.4,0.1154,293.15,100,1009.75,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.4,0.1154,298.15,100,1008.35,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.4,0.1154,303.15,100,1006.86,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.4,0.1154,308.15,100,1005.21,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.4,0.1154,313.15,100,1003.34,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.4,0.1154,318.15,100,1001.27,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.4,0.1154,323.15,100,999.064,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.4,0.1285,293.15,100,1010.63,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.4,0.1285,298.15,100,1009.22,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.4,0.1285,303.15,100,1007.73,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.4,0.1285,308.15,100,1006.08,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.4,0.1285,313.15,100,1004.21,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.4,0.1285,318.15,100,1002.14,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.4,0.1285,323.15,100,999.931,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.4,0.148,293.15,100,1011.94,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.4,0.148,298.15,100,1010.5,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.4,0.148,303.15,100,1009.01,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.4,0.148,308.15,100,1007.36,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.4,0.148,313.15,100,1005.5,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.4,0.148,318.15,100,1003.42,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.4,0.148,323.15,100,1001.22,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
