setid,"Solvent: Mole fraction of 2,6-dimethylpyridine",Mole ratio to solvent: 1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
cuwXf,0.15,0.000264,283.15,101,1002.24,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.15,0.000264,288.15,101,998.269,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.15,0.000264,293.14,101,994.219,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.15,0.000264,298.14,101,990.085,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.15,0.000264,303.15,101,985.864,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.15,0.0003212,273.15,101,1010.13,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.15,0.0003212,278.15,101,1006.32,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.15,0.0003212,283.14,101,1002.43,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.15,0.0003212,288.15,101,998.462,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.15,0.0003212,293.15,101,994.415,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.15,0.0003212,298.15,101,990.285,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.15,0.0003212,303.15,101,986.065,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
