setid,"Pressure, kPa","Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium hexafluorophosphate,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
KqbCs,1000,303.15,0.1,1376,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,1000,303.15,0.202,1373,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,1000,303.15,0.296,1371,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,1000,303.15,0.366,1369,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,1000,303.15,0.48,1368,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,1000,303.15,0.599,1366,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,1000,303.15,0.696,1366,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,1000,303.15,0.798,1365,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,1000,303.15,0.891,1364,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,1000,303.15,1,1364,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,1000,313.15,0,1358,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,1000,313.15,0.05,1362,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,1000,313.15,0.1,1362,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,1000,313.15,0.202,1360,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,1000,313.15,0.296,1359,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,1000,313.15,0.366,1358,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,1000,313.15,0.48,1357,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,1000,313.15,0.599,1357,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,1000,313.15,0.696,1356,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,1000,313.15,0.798,1356,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,1000,313.15,0.891,1356,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,1000,313.15,1,1355,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,1000,323.15,0,1340,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,1000,323.15,0.05,1346,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,1000,323.15,0.1,1347,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,1000,323.15,0.202,1348,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,1000,323.15,0.296,1347,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,1000,323.15,0.366,1347,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,1000,323.15,0.48,1347,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,1000,323.15,0.599,1347,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,1000,323.15,0.696,1347,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,1000,323.15,0.798,1347,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,1000,323.15,0.891,1347,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,1000,323.15,1,1347,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,1000,333.15,0,1321,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,1000,333.15,0.05,1329,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,1000,333.15,0.1,1332,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,1000,333.15,0.202,1335,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,1000,333.15,0.296,1336,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,1000,333.15,0.366,1336,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,1000,333.15,0.48,1337,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,1000,333.15,0.599,1338,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,1000,333.15,0.696,1338,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,1000,333.15,0.798,1338,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,1000,333.15,0.891,1339,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,1000,333.15,1,1339,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,5000,288.15,0,1407,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,5000,288.15,0.05,1406,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,5000,288.15,0.1,1403,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,5000,288.15,0.202,1397,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,5000,288.15,0.296,1392,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,5000,288.15,0.366,1389,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,5000,288.15,0.48,1386,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,5000,288.15,0.599,1384,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,5000,288.15,0.696,1382,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,5000,288.15,0.798,1381,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,5000,288.15,0.891,1380,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,5000,288.15,1,1379,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,5000,293.15,0,1399,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,5000,293.15,0.05,1398,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,5000,293.15,0.1,1396,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,5000,293.15,0.202,1390,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,5000,293.15,0.296,1386,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,5000,293.15,0.366,1384,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,5000,293.15,0.48,1381,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,5000,293.15,0.599,1379,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,5000,293.15,0.696,1378,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,5000,293.15,0.798,1376,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,5000,293.15,0.891,1376,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,5000,293.15,1,1375,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,5000,303.15,0,1382,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,5000,303.15,0.05,1383,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,5000,303.15,0.1,1381,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,5000,303.15,0.202,1377,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,5000,303.15,0.296,1374,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,5000,303.15,0.366,1373,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,5000,303.15,0.48,1371,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,5000,303.15,0.599,1369,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,5000,303.15,0.696,1368,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,5000,303.15,0.798,1367,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,5000,303.15,0.891,1367,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,5000,303.15,1,1366,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,5000,313.15,0,1365,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,5000,313.15,0.05,1368,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,5000,313.15,0.1,1367,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,5000,313.15,0.202,1365,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,5000,313.15,0.296,1363,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,5000,313.15,0.366,1362,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,5000,313.15,0.48,1361,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,5000,313.15,0.599,1360,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,5000,313.15,0.696,1359,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,5000,313.15,0.798,1359,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,5000,313.15,0.891,1358,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,5000,313.15,1,1358,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,5000,323.15,0,1348,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,5000,323.15,0.05,1352,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,5000,323.15,0.1,1353,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
KqbCs,5000,323.15,0.202,1352,Curras et al. (2017),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
