setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium trifluoromethanesulfonate,Mole fraction of dimethyl sulfoxide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
badCR,303.15,0.3091,0.5059,100,1232.3,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,303.15,0.3343,0.4656,100,1239.4,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,303.15,0.361,0.4229,100,1246.2,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,303.15,0.3948,0,100,1205.8,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,303.15,0.4023,0.5977,100,1280.5,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,303.15,0.4096,0.3523,100,1258.8,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,303.15,0.4353,0.3096,100,1264,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,303.15,0.4741,0.2498,100,1271.9,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,303.15,0.4933,0.5067,100,1302.3,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,303.15,0.498,0,100,1251.7,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,303.15,0.5094,0.1935,100,1278.5,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,303.15,0.5368,0.1703,100,1285.2,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,303.15,0.5656,0.1458,100,1291.8,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,303.15,0.595,0,100,1285.4,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,303.15,0.5961,0.12,100,1298.5,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,303.15,0.6022,0.3978,100,1323.9,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,303.15,0.6284,0.0927,100,1305.2,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,303.15,0.6565,0.0845,100,1311.9,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,303.15,0.686,0.076,100,1319,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,303.15,0.6936,0,100,1313.5,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,303.15,0.6993,0.3007,100,1339.9,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,303.15,0.7058,0.0663,100,1323,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,303.15,0.7476,0.0458,100,1331.3,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,303.15,0.7929,0.2071,100,1353.1,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,303.15,0.801,0,100,1338.3,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,303.15,0.9005,0,100,1358.2,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,303.15,0.9008,0.0992,100,1366.2,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,303.15,1,0,100,1375.7,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,303.15,1,0,100,1375.7,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0,0,100,765.8,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0,0,100,765.8,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0,0.0995,100,809.7,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0,0.2061,100,852.3,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0,0.2936,100,885.8,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0,0.4055,100,924.8,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0,0.5051,100,956.6,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0,0.6001,100,984.7,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0,0.7006,100,1012.6,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0,0.8072,100,1040.4,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0,0.8947,100,1062,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0,1,100,1085.6,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0,1,100,1085.6,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0.0313,0.8985,100,1099.6,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0.0628,0.8526,100,1119.3,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0.0996,0.8035,100,1140.4,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0.1026,0,100,954.6,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0.1068,0.8932,100,1159.3,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0.1328,0.7578,100,1158.1,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0.1693,0.7074,100,1175.6,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0.2015,0.7985,100,1207.5,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0.2053,0,100,1071.2,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0.2065,0.6555,100,1191.6,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0.2333,0.6152,100,1202.2,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0.2695,0.5629,100,1215.3,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0.3044,0,100,1149.1,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0.3077,0.6923,100,1248.2,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0.3091,0.5059,100,1227.8,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0.3343,0.4656,100,1234.9,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0.361,0.4229,100,1241.9,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0.3948,0,100,1200.9,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0.4023,0.5977,100,1276.4,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0.4096,0.3523,100,1254.4,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0.4353,0.3096,100,1259.5,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0.4741,0.2498,100,1267.5,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0.4933,0.5067,100,1298.3,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0.498,0,100,1247.2,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0.5094,0.1935,100,1274,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0.5368,0.1703,100,1280.8,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0.5656,0.1458,100,1287.5,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0.595,0,100,1281,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0.5961,0.12,100,1294,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0.6022,0.3978,100,1320,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0.6284,0.0927,100,1300.7,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0.6565,0.0845,100,1307.5,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0.686,0.076,100,1314.5,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0.6936,0,100,1309.1,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0.6993,0.3007,100,1335.8,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0.7058,0.0663,100,1318.6,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0.7476,0.0458,100,1327,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0.7929,0.2071,100,1349.1,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0.801,0,100,1334.2,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0.9005,0,100,1354,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,0.9008,0.0992,100,1362.1,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,308.15,1,0,100,1371.5,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
