setid,"MolaLity of (R)-2-amino-3-mercaptopropanoic acid, mol/kg","Solvent: MolaLity of 1-hexyl-3-methyl-1H-imidazolium bromide, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
mfdBo,0.40044,0,308.15,100,1012.95,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.40044,0,318.15,100,1009.15,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.40108,0.01,288.15,100,1018.79,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.40108,0.01,298.15,100,1016.4,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.40108,0.01,308.15,100,1013.36,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.40108,0.01,318.15,100,1009.54,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.40114,0.03,288.15,100,1019.41,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.40114,0.03,298.15,100,1017.29,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.40114,0.03,308.15,100,1014.27,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.40114,0.03,318.15,100,1010.32,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.40158,0.05,288.15,100,1020.37,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.40158,0.05,298.15,100,1018.19,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.40158,0.05,308.15,100,1015.13,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.40158,0.05,318.15,100,1011.1,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.49783,0,288.15,100,1022.61,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.49783,0,298.15,100,1020.54,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.49783,0,308.15,100,1017.55,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.49783,0,318.15,100,1013.75,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.5001,0.05,288.15,100,1025,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.5001,0.05,298.15,100,1022.81,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.5001,0.05,308.15,100,1019.75,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.5001,0.05,318.15,100,1015.72,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.50207,0.01,288.15,100,1023.55,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.50207,0.01,298.15,100,1021.16,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.50207,0.01,308.15,100,1018.12,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.50207,0.01,318.15,100,1014.3,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.50209,0.005,288.15,100,1023.13,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.50209,0.005,298.15,100,1020.96,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.50209,0.005,308.15,100,1017.97,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.50209,0.005,318.15,100,1014.12,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.51424,0.03,288.15,100,1024.73,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.51424,0.03,298.15,100,1022.6,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.51424,0.03,308.15,100,1019.59,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.51424,0.03,318.15,100,1015.64,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.59443,0.01,288.15,100,1027.9,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.59443,0.01,298.15,100,1025.51,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.59443,0.01,308.15,100,1022.48,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.59443,0.01,318.15,100,1018.65,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.59624,0,288.15,100,1027.25,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.59624,0,298.15,100,1025.19,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.59624,0,308.15,100,1022.2,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.59624,0,318.15,100,1018.41,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.59788,0.05,288.15,100,1029.59,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.59788,0.05,298.15,100,1027.39,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.59788,0.05,308.15,100,1024.34,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.59788,0.05,318.15,100,1020.31,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.59963,0.005,288.15,100,1027.73,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.59963,0.005,298.15,100,1025.56,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.59963,0.005,308.15,100,1022.58,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.59963,0.005,318.15,100,1018.72,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.60874,0.03,288.15,100,1029.17,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.60874,0.03,298.15,100,1027.04,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.60874,0.03,308.15,100,1024.04,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.60874,0.03,318.15,100,1020.09,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.69078,0.005,288.15,100,1032.33,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.69078,0.005,298.15,100,1029.85,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.69078,0.005,308.15,100,1026.88,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.69078,0.005,318.15,100,1023.43,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.69436,0.05,288.15,100,1034.12,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.69436,0.05,298.15,100,1031.92,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.69436,0.05,308.15,100,1028.87,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.69436,0.05,318.15,100,1024.84,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.69817,0,288.15,100,1032.06,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.69817,0,298.15,100,1030,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.69817,0,308.15,100,1027.01,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.69817,0,318.15,100,1023.23,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.69922,0.03,288.15,100,1033.42,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.69922,0.03,298.15,100,1031.3,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.69922,0.03,308.15,100,1028.3,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.69922,0.03,318.15,100,1024.34,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.70079,0.01,288.15,100,1032.91,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.70079,0.01,298.15,100,1030.52,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.70079,0.01,308.15,100,1027.49,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
mfdBo,0.70079,0.01,318.15,100,1023.67,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
