setid,"Temperature, K",Mole fraction of 3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
udOYz,308.15,0.1235,101,1153.8,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,308.15,0.1451,101,1162.5,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,308.15,0.1925,101,1175.7,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,308.15,0.239,101,1185,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,308.15,0.2888,101,1191.4,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,308.15,0.3294,101,1195.3,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,308.15,0.3767,101,1198.7,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,308.15,0.4265,101,1203.2,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,308.15,0.4713,101,1204,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,308.15,0.5112,101,1205.2,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,308.15,0.5427,101,1207.3,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,313.15,0.039,101,1076,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,313.15,0.0455,101,1085.3,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,313.15,0.0497,101,1091.1,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,313.15,0.0683,101,1111.8,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,313.15,0.0783,101,1121.2,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,313.15,0.0894,101,1129.5,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,313.15,0.0975,101,1134.9,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,313.15,0.1235,101,1150.6,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,313.15,0.1451,101,1159.2,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,313.15,0.1925,101,1172.5,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,313.15,0.239,101,1181.8,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,313.15,0.2888,101,1188.1,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,313.15,0.3294,101,1192.1,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,313.15,0.3767,101,1195.4,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,313.15,0.4265,101,1199.7,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,313.15,0.4713,101,1200.6,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,313.15,0.5112,101,1201.8,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,313.15,0.5427,101,1203.9,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,318.15,0.039,101,1073.2,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,318.15,0.0455,101,1082.4,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,318.15,0.0497,101,1088.2,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,318.15,0.0683,101,1108.8,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,318.15,0.0783,101,1118.1,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,318.15,0.0894,101,1126.3,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,318.15,0.0975,101,1131.7,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,318.15,0.1235,101,1147.3,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,318.15,0.1451,101,1156,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,318.15,0.1925,101,1169.3,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,318.15,0.239,101,1178.5,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,318.15,0.2888,101,1184.8,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,318.15,0.3294,101,1188.8,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,318.15,0.3767,101,1192.2,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,318.15,0.4265,101,1196.2,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,318.15,0.4713,101,1197,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,318.15,0.5112,101,1198.2,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,318.15,0.5427,101,1200.6,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,323.15,0.039,101,1070.4,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,323.15,0.0455,101,1079.5,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,323.15,0.0497,101,1085.2,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,323.15,0.0683,101,1105.7,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,323.15,0.0783,101,1115,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,323.15,0.0894,101,1123.1,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,323.15,0.0975,101,1128.5,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,323.15,0.1235,101,1144,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,323.15,0.1451,101,1152.7,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,323.15,0.1925,101,1166,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,323.15,0.239,101,1175.3,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,323.15,0.2888,101,1181.5,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,323.15,0.3294,101,1185.6,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,323.15,0.3767,101,1188.9,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,323.15,0.4265,101,1192.9,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,323.15,0.4713,101,1193.6,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,323.15,0.5112,101,1194.8,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,323.15,0.5427,101,1197.2,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,328.15,0.039,101,1067.4,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,328.15,0.0455,101,1076.4,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,328.15,0.0497,101,1082.2,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,328.15,0.0683,101,1102.5,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,328.15,0.0783,101,1111.8,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,328.15,0.0894,101,1119.9,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,328.15,0.0975,101,1125.2,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,328.15,0.1235,101,1140.7,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,328.15,0.1451,101,1149.4,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,328.15,0.1925,101,1162.7,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,328.15,0.239,101,1172,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,328.15,0.2888,101,1178.2,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,328.15,0.3294,101,1182.3,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,328.15,0.3767,101,1185.7,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,328.15,0.4265,101,1189.6,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,328.15,0.4713,101,1190.4,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,328.15,0.5112,101,1191.5,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,328.15,0.5427,101,1193.7,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,333.15,0.039,101,1064.4,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,333.15,0.0455,101,1073.3,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,333.15,0.0497,101,1079.1,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,333.15,0.0683,101,1099.4,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,333.15,0.0783,101,1108.5,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,333.15,0.0894,101,1116.6,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,333.15,0.0975,101,1121.9,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,333.15,0.1235,101,1137.4,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,333.15,0.1451,101,1146.1,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,333.15,0.1925,101,1159.3,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,333.15,0.239,101,1168.6,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,333.15,0.2888,101,1175,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,333.15,0.3294,101,1179,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,333.15,0.3767,101,1182.3,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,333.15,0.4265,101,1186.3,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
