setid,"Temperature, K","MolaLity of 1-ethyl-3-methylimidazolium diethyl phosphate, mol/kg","Solvent: MolaLity of D-glucose, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
HyVNv,313.15,0.0266,0.06,100,997.27,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,313.15,0.0279,0,100,993.39,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,313.15,0.0391,0.06,100,997.74,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,313.15,0.0392,0,100,993.85,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,313.15,0.0416,0.12,100,1001.57,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,313.15,0.048,0,100,994.2,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,313.15,0.0483,0.06,100,998.07,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,313.15,0.0555,0,100,994.5,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,313.15,0.0556,0.12,100,1002.03,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,313.15,0.0576,0.06,100,998.42,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,313.15,0.0646,0.12,100,1002.32,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,313.15,0.0668,0,100,994.94,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,313.15,0.072,0.06,100,998.93,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,313.15,0.0756,0.12,100,1002.66,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,313.15,0.0788,0,100,995.41,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,313.15,0.0814,0.12,100,1002.83,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,313.15,0.083,0.06,100,999.31,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,313.15,0.0856,0,100,995.67,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,313.15,0.0972,0,100,996.1,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,313.15,0.0973,0.12,100,1003.31,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,313.15,0.0989,0.06,100,999.85,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,313.15,0.1066,0.06,100,1000.11,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,313.15,0.1093,0,100,996.55,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,313.15,0.1149,0.06,100,1000.38,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,313.15,0.1198,0,100,996.93,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,313.15,0.1209,0.06,100,1000.58,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,313.15,0.1219,0.12,100,1004.02,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,313.15,0.1315,0.06,100,1000.93,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,313.15,0.1326,0.12,100,1004.31,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,318.15,0,0,100,990.21,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,318.15,0,0.06,100,994.23,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,318.15,0,0.12,100,998.12,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,318.15,0.0266,0.06,100,995.26,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,318.15,0.0279,0,100,991.39,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,318.15,0.0391,0.06,100,995.73,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,318.15,0.0392,0,100,991.85,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,318.15,0.0416,0.12,100,999.53,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,318.15,0.048,0,100,992.21,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,318.15,0.0483,0.06,100,996.06,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,318.15,0.0555,0,100,992.5,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,318.15,0.0556,0.12,100,999.98,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,318.15,0.0576,0.06,100,996.4,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,318.15,0.0646,0.12,100,1000.26,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,318.15,0.0668,0,100,992.95,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,318.15,0.072,0.06,100,996.92,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,318.15,0.0756,0.12,100,1000.6,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,318.15,0.0788,0,100,993.41,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,318.15,0.0814,0.12,100,1000.78,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,318.15,0.083,0.06,100,997.3,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,318.15,0.0856,0,100,993.67,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,318.15,0.0972,0,100,994.11,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,318.15,0.0973,0.12,100,1001.25,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,318.15,0.0989,0.06,100,997.84,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,318.15,0.1066,0.06,100,998.1,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,318.15,0.1093,0,100,994.56,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,318.15,0.1149,0.06,100,998.37,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,318.15,0.1198,0,100,994.94,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,318.15,0.1209,0.06,100,998.57,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,318.15,0.1219,0.12,100,1001.95,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,318.15,0.1315,0.06,100,998.91,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
HyVNv,318.15,0.1326,0.12,100,1002.24,Jain and Zodape (2023),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water
