setid,"Temperature, K",Mole fraction of 1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Abmnd,328.15,0.2079,100,991,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,328.15,0.2537,100,1020,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,328.15,0.3084,100,1049,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,328.15,0.4033,100,1090,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,328.15,0.5077,100,1124,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,328.15,0.6042,100,1149,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,328.15,0.7053,100,1171,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,328.15,0.8055,100,1189,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,328.15,0.9053,100,1204,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,328.15,1,100,1215,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,333.15,0,100,754,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,333.15,0.0561,100,841,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,333.15,0.1077,100,902,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,333.15,0.1523,100,944,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,333.15,0.2079,100,988,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,333.15,0.2537,100,1017,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,333.15,0.3084,100,1046,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,333.15,0.4033,100,1086,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,333.15,0.5077,100,1121,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,333.15,0.6042,100,1146,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,333.15,0.7053,100,1168,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,333.15,0.8055,100,1186,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,333.15,0.9053,100,1201,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,333.15,1,100,1212,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,338.15,0,100,749,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,338.15,0.0561,100,837,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,338.15,0.1077,100,898,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,338.15,0.1523,100,941,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,338.15,0.2079,100,984,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,338.15,0.2537,100,1013,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,338.15,0.3084,100,1043,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,338.15,0.4033,100,1083,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,338.15,0.5077,100,1118,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,338.15,0.6042,100,1143,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,338.15,0.7053,100,1165,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,338.15,0.8055,100,1182,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,338.15,0.9053,100,1198,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,338.15,1,100,1209,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
