setid,"Solvent: MolaLity of methyltributylammonium chloride, mol/kg","Temperature, K","MolaLity of .alpha.-D-lactose, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ffaPL,0.079,308.15,0.0588,100,1007.73,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0.079,308.15,0.0785,100,1012.38,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0.079,308.15,0.0981,100,1015.12,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0.079,313.15,0,100,998.23,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0.079,313.15,0.0195,100,1001.13,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0.079,313.15,0.0392,100,1003.97,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0.079,313.15,0.0588,100,1006.77,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0.079,313.15,0.0785,100,1009.5,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0.079,313.15,0.0785,100,1010.48,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0.079,313.15,0.0981,100,1012.2,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0.079,313.15,0.0981,100,1013.2,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
