setid,"Temperature, K","MolaLity of 1-ethyl-3-methylimidazolium hydrogen sulfate, mol/kg",Solvent: Weight fraction of lithium bromide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ifDMp,308.15,0.0682,0.05,87,1035.1,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,308.15,0.0685,0.15,87,1115.6,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,308.15,0.1013,0.15,87,1118,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,308.15,0.1026,0.05,87,1037.3,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,308.15,0.103,0.1,87,1076.5,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,308.15,0.1383,0.1,87,1078.9,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,308.15,0.1388,0.05,87,1039.6,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,308.15,0.1389,0.15,87,1120.7,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,308.15,0.1713,0.05,87,1041.7,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,308.15,0.1719,0.15,87,1123,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,308.15,0.1731,0.1,87,1081.2,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,308.15,0.2047,0.1,87,1083.3,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,308.15,0.205,0.15,87,1125.3,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,308.15,0.2055,0.05,87,1043.8,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,308.15,0.2389,0.05,87,1045.8,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,308.15,0.2391,0.1,87,1085.6,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,308.15,0.2405,0.15,87,1127.7,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,308.15,0.2727,0.15,87,1129.9,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,308.15,0.2729,0.05,87,1047.9,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,308.15,0.2733,0.1,87,1087.8,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,308.15,0.3037,0.05,87,1049.8,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,308.15,0.3042,0.15,87,1132,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,308.15,0.3064,0.1,87,1089.9,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,308.15,0.3359,0.1,87,1091.8,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,308.15,0.3372,0.05,87,1051.8,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,308.15,0.3372,0.15,87,1134.2,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,313.15,0.0359,0.15,87,1111,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,313.15,0.0362,0.1,87,1069.8,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,313.15,0.0366,0.05,87,1031,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,313.15,0.0677,0.1,87,1072,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,313.15,0.0682,0.05,87,1033.1,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,313.15,0.0685,0.15,87,1113.5,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,313.15,0.1013,0.15,87,1115.9,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,313.15,0.1026,0.05,87,1035.3,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,313.15,0.103,0.1,87,1074.4,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,313.15,0.1383,0.1,87,1076.8,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,313.15,0.1388,0.05,87,1037.6,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,313.15,0.1389,0.15,87,1118.6,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,313.15,0.1713,0.05,87,1039.6,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,313.15,0.1719,0.15,87,1120.8,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,313.15,0.1731,0.1,87,1079.1,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,313.15,0.2047,0.1,87,1081.2,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,313.15,0.205,0.15,87,1123.1,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,313.15,0.2055,0.05,87,1041.7,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,313.15,0.2389,0.05,87,1043.7,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,313.15,0.2391,0.1,87,1083.4,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,313.15,0.2405,0.15,87,1125.5,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,313.15,0.2727,0.15,87,1127.6,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,313.15,0.2729,0.05,87,1045.8,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,313.15,0.2733,0.1,87,1085.6,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,313.15,0.3037,0.05,87,1047.6,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,313.15,0.3042,0.15,87,1129.7,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,313.15,0.3064,0.1,87,1087.7,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,313.15,0.3359,0.1,87,1089.6,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,313.15,0.3372,0.05,87,1049.6,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,313.15,0.3372,0.15,87,1131.8,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
