setid,"Solvent: MolaLity of sodium dodecyl sulfate, mol/kg","MolaLity of butan-1-ol, mol/kg","Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
XBtjG,0.36352,5.0007,101,298.15,952.08,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.36352,7.842,101,298.15,930.937,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.36352,12.006,101,298.15,909.249,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.36352,13.992,101,298.15,901.42,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.36352,20.699,101,298.15,882.264,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.36352,31.048,101,298.15,864.579,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.36352,68.066,101,298.15,838.275,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.36352,147.67,101,298.15,822.6,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.4457,0,101,298.15,1012.69,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.4457,0.26011,101,298.15,1008.67,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.4457,0.44555,101,298.15,1005.92,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.4457,0.66272,101,298.15,1002.81,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.4457,0.92583,101,298.15,999.187,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.4457,1.20125,101,298.15,995.491,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.4457,1.515,101,298.15,991.384,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.4457,2.1148,101,298.15,983.851,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.4457,2.6176,101,298.15,977.87,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.4457,3.5745,101,298.15,967.301,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.4457,5.7162,101,298.15,947.549,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.4457,15.91,101,298.15,895.836,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.4457,45.37,101,298.15,850.739,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.4457,157.88,101,298.15,821.695,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.51674,0,101,298.15,1014.81,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.51674,0.19386,101,298.15,1011.73,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.51674,0.35024,101,298.15,1009.33,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.51674,0.47649,101,298.15,1007.43,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.51674,0.672,101,298.15,1004.58,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.51674,0.87998,101,298.15,1001.62,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.51674,1.168,101,298.15,997.658,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.51674,1.5936,101,298.15,991.982,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.51674,2.2469,101,298.15,983.748,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.51674,2.8742,101,298.15,976.348,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
