setid,"Temperature, K",Solvent: Mole fraction of ethanol,"MolaLity of choline lactate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
sYhFg,318.15,0.2811,0,87.1,893.5,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,318.15,0.2811,0.0296,87.1,894,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,318.15,0.2811,0.0546,87.1,894.6,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,318.15,0.2811,0.0874,87.1,895.3,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,318.15,0.2811,0.1183,87.1,896,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,318.15,0.2811,0.1461,87.1,896.7,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,318.15,0.2811,0.179,87.1,897.4,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,318.15,0.8895,0,87.1,773.3,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,318.15,0.8895,0.0296,87.1,773.9,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,318.15,0.8895,0.0546,87.1,774.4,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,318.15,0.8895,0.0874,87.1,775.2,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,318.15,0.8895,0.1183,87.1,777,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,318.15,0.8895,0.1461,87.1,776.7,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,318.15,0.8895,0.179,87.1,777.4,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,318.15,1,0,87.1,768.3,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,318.15,1,0.0409,87.1,769,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,318.15,1,0.0587,87.1,769.4,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,318.15,1,0.0936,87.1,770.3,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,318.15,1,0.1154,87.1,770.9,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,318.15,1,0.154,87.1,771.9,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,318.15,1,0.181,87.1,772.7,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
