setid,"Temperature, K","MolaLity of 3-carboxylpyridine, mol/kg","Solvent: MolaLity of 1-butyl-3-methylimidazolium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
MnPdR,308.15,0.0601,0.1,100,999.2,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,308.15,0.0601,0.15,100,1001.3,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,308.15,0.0602,0,100,996.6,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,308.15,0.075,0.05,100,999.1,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,308.15,0.075,0.1,100,999.5,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,308.15,0.075,0.15,100,1001.4,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,308.15,0.0751,0,100,997.1,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,308.15,0.0899,0.15,100,1001.4,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,308.15,0.09,0,100,997.7,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,308.15,0.09,0.05,100,999.6,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,308.15,0.09,0.1,100,999.8,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,313.15,0,0,100,992.2,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,313.15,0,0.05,100,994.2,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,313.15,0,0.1,100,995.7,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,313.15,0,0.15,100,999,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,313.15,0.0149,0,100,992.8,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,313.15,0.0149,0.05,100,994.7,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,313.15,0.015,0.1,100,996,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,313.15,0.0151,0.15,100,999.1,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,313.15,0.0299,0.1,100,996.3,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,313.15,0.0299,0.15,100,999.2,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,313.15,0.0301,0,100,993.5,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,313.15,0.0301,0.05,100,995.2,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,313.15,0.0449,0,100,994,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,313.15,0.0449,0.05,100,995.7,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,313.15,0.0451,0.1,100,996.5,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,313.15,0.0451,0.15,100,999.3,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,313.15,0.0601,0.05,100,996.2,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,313.15,0.0601,0.1,100,996.8,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,313.15,0.0601,0.15,100,999.3,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,313.15,0.0602,0,100,994.6,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,313.15,0.075,0.05,100,996.7,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,313.15,0.075,0.1,100,997,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,313.15,0.075,0.15,100,999.4,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,313.15,0.0751,0,100,995.2,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,313.15,0.0899,0.15,100,999.4,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,313.15,0.09,0,100,995.7,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,313.15,0.09,0.05,100,997.2,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,313.15,0.09,0.1,100,997.3,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,318.15,0,0,100,990.2,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,318.15,0,0.05,100,992.7,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,318.15,0,0.1,100,994.9,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,318.15,0,0.15,100,997,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,318.15,0.0149,0,100,990.8,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,318.15,0.0149,0.05,100,993.2,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,318.15,0.015,0.1,100,995.2,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,318.15,0.0151,0.15,100,997,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,318.15,0.0299,0.1,100,995.4,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,318.15,0.0299,0.15,100,997.1,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,318.15,0.0301,0,100,991.4,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,318.15,0.0301,0.05,100,993.7,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,318.15,0.0449,0,100,992,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,318.15,0.0449,0.05,100,994.1,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,318.15,0.0451,0.1,100,995.6,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,318.15,0.0451,0.15,100,997.2,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,318.15,0.0601,0.05,100,994.6,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,318.15,0.0601,0.1,100,995.8,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,318.15,0.0601,0.15,100,997.2,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,318.15,0.0602,0,100,992.5,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,318.15,0.075,0.05,100,995,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,318.15,0.075,0.1,100,996.1,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,318.15,0.075,0.15,100,997.3,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,318.15,0.0751,0,100,993,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,318.15,0.0899,0.15,100,997.3,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,318.15,0.09,0,100,993.5,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,318.15,0.09,0.05,100,995.5,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,318.15,0.09,0.1,100,996.3,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
