setid,"Temperature, K","MolaLity of N-acetylglycine, mol/kg","Solvent: MolaLity of 1-dodecyl-3-methylimidazolium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
WNAqs,318.15,0.06995,0,100,992.07,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,318.15,0.06995,0.005,100,992.168,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,318.15,0.07009,0.04,100,992.824,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,318.15,0.07009,0.06,100,993.224,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,318.15,0.07051,0.02,100,992.465,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,318.15,0.0801,0.005,100,992.436,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,318.15,0.08054,0.04,100,993.095,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,318.15,0.08054,0.06,100,993.493,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,318.15,0.08075,0,100,992.356,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,318.15,0.08104,0.02,100,992.741,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,318.15,0.09019,0.04,100,993.345,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,318.15,0.09019,0.06,100,993.741,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,318.15,0.09028,0,100,992.608,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,318.15,0.09028,0.005,100,992.704,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,318.15,0.09078,0.02,100,992.996,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,318.15,0.09919,0.005,100,992.94,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,318.15,0.09958,0,100,992.855,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,318.15,0.10152,0.04,100,993.638,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,318.15,0.10152,0.06,100,994.032,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,318.15,0.10478,0.02,100,993.363,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
