setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium ethyl sulfate,Mole fraction of butan-1-ol,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
BbxLK,313.15,0.1669,0.7148,100,928.7,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,313.15,0.2046,0.6716,100,954.4,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,313.15,0.2322,0.6398,100,972.4,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,313.15,0.2685,0.5982,100,995.5,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,313.15,0.299,0.5616,100,1013.9,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,313.15,0.3313,0.5243,100,1033,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,313.15,0.3696,0.4801,100,1054.3,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,313.15,0.405,0.4363,100,1072.8,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,313.15,0.4377,0.3968,100,1088.9,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,313.15,0.4669,0.3611,100,1102.3,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,313.15,0.4972,0.3239,100,1115.5,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,313.15,0.5338,0.2953,100,1130.3,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,313.15,0.5705,0.2607,100,1143.7,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,313.15,0.6055,0.2352,100,1155.4,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,313.15,0.6346,0.2133,100,1164.4,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,313.15,0.6705,0.1809,100,1174.2,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,313.15,0.7042,0.1586,100,1182.3,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,313.15,0.7364,0.1311,100,1189.4,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,313.15,0.7641,0.1127,100,1194.5,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,313.15,0.7992,0.0829,100,1200.3,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,313.15,0.8294,0.0625,100,1204.4,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,313.15,0.8631,0.0433,100,1208.5,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,313.15,0.8983,0.0232,100,1211.7,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,313.15,0.9142,0.0195,100,1212.9,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,313.15,0.9448,0.0099,100,1215.1,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,318.15,0.0333,0.8882,100,828.2,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,318.15,0.0635,0.8446,100,850.8,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,318.15,0.1006,0.7915,100,878.1,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,318.15,0.1352,0.7522,100,902.8,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,318.15,0.1669,0.7148,100,925,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,318.15,0.2046,0.6716,100,950.7,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,318.15,0.2322,0.6398,100,968.7,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,318.15,0.2685,0.5982,100,991.8,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,318.15,0.299,0.5616,100,1010.2,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,318.15,0.3313,0.5243,100,1029.4,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,318.15,0.3696,0.4801,100,1050.7,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,318.15,0.405,0.4363,100,1069.1,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,318.15,0.4377,0.3968,100,1085.2,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,318.15,0.4669,0.3611,100,1098.7,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,318.15,0.4972,0.3239,100,1111.9,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,318.15,0.5338,0.2953,100,1126.8,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,318.15,0.5705,0.2607,100,1140.1,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,318.15,0.6055,0.2352,100,1151.7,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,318.15,0.6346,0.2133,100,1160.8,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,318.15,0.6705,0.1809,100,1170.7,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,318.15,0.7042,0.1586,100,1178.9,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,318.15,0.7364,0.1311,100,1186.1,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,318.15,0.7641,0.1127,100,1191.1,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,318.15,0.7992,0.0829,100,1197,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,318.15,0.8294,0.0625,100,1201.1,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,318.15,0.8631,0.0433,100,1205.2,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,318.15,0.8983,0.0232,100,1208.3,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,318.15,0.9142,0.0195,100,1209.6,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,318.15,0.9448,0.0099,100,1211.9,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,323.15,0.0333,0.8882,100,824.2,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,323.15,0.0635,0.8446,100,846.8,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,323.15,0.1006,0.7915,100,874.2,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,323.15,0.1352,0.7522,100,899.1,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,323.15,0.1669,0.7148,100,921.2,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,323.15,0.2046,0.6716,100,947,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,323.15,0.2322,0.6398,100,964.9,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,323.15,0.2685,0.5982,100,988.1,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,323.15,0.299,0.5616,100,1006.5,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,323.15,0.3313,0.5243,100,1025.8,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,323.15,0.3696,0.4801,100,1047.1,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,323.15,0.405,0.4363,100,1065.5,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,323.15,0.4377,0.3968,100,1081.6,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,323.15,0.4669,0.3611,100,1095.1,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,323.15,0.4972,0.3239,100,1108.3,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,323.15,0.5338,0.2953,100,1123.3,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,323.15,0.5705,0.2607,100,1136.7,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,323.15,0.6055,0.2352,100,1148.1,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,323.15,0.6346,0.2133,100,1157.3,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,323.15,0.6705,0.1809,100,1167.1,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,323.15,0.7042,0.1586,100,1175.4,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,323.15,0.7364,0.1311,100,1182.7,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,323.15,0.7641,0.1127,100,1187.7,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,323.15,0.7992,0.0829,100,1193.8,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,323.15,0.8294,0.0625,100,1197.7,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,323.15,0.8631,0.0433,100,1201.9,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,323.15,0.8983,0.0232,100,1205,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,323.15,0.9142,0.0195,100,1206.3,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,323.15,0.9448,0.0099,100,1208.6,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
