setid,"Temperature, K","MolaLity of L-leucine, mol/kg","Solvent: MolaLity of 1-butyl-3-methylimidazolium chloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
gNIhl,308.15,0.01999,0.05,100,995.03,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,308.15,0.02005,0.01,100,994.6,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,308.15,0.02007,0,100,994.5,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,308.15,0.02015,0.03,100,994.82,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,308.15,0.02902,0.05,100,995.24,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,308.15,0.02995,0.03,100,995.04,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,308.15,0.03012,0,100,994.73,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,308.15,0.03023,0.005,100,994.78,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,308.15,0.03026,0.01,100,994.84,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,308.15,0.0398,0,100,994.96,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,308.15,0.04,0.05,100,995.49,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,308.15,0.04006,0.03,100,995.27,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,308.15,0.04009,0.005,100,995.01,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,308.15,0.0401,0.01,100,995.06,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,308.15,0.0499,0,100,995.19,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,308.15,0.04992,0.03,100,995.5,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,308.15,0.04994,0.005,100,995.23,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,308.15,0.04996,0.05,100,995.71,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,308.15,0.05008,0.01,100,995.29,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,308.15,0.05977,0.01,100,995.51,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,308.15,0.05985,0.005,100,995.46,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,308.15,0.05994,0.05,100,995.94,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,308.15,0.06,0,100,995.43,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,308.15,0.06002,0.03,100,995.73,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,308.15,0.06936,0,100,995.65,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,308.15,0.06983,0.005,100,995.69,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,308.15,0.07,0.03,100,995.96,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,308.15,0.07,0.05,100,996.17,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,308.15,0.07123,0.01,100,995.78,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,308.15,0.07937,0.03,100,996.17,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,308.15,0.07984,0.01,100,995.98,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,308.15,0.07984,0.05,100,996.39,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,308.15,0.07993,0.005,100,995.92,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,308.15,0.0802,0,100,995.9,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,318.15,0,0,100,990.22,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,318.15,0,0.005,100,990.27,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,318.15,0,0.01,100,990.32,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,318.15,0,0.03,100,990.51,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,318.15,0,0.05,100,990.7,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,318.15,0.00991,0.01,100,990.54,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,318.15,0.00997,0.05,100,990.92,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,318.15,0.01001,0.03,100,990.73,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,318.15,0.01002,0.005,100,990.49,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,318.15,0.01009,0,100,990.45,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,318.15,0.01997,0.005,100,990.72,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,318.15,0.01999,0.05,100,991.15,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,318.15,0.02005,0.01,100,990.76,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,318.15,0.02007,0,100,990.67,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,318.15,0.02015,0.03,100,990.96,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,318.15,0.02902,0.05,100,991.36,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,318.15,0.02995,0.03,100,991.18,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,318.15,0.03012,0,100,990.9,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,318.15,0.03023,0.005,100,990.95,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,318.15,0.03026,0.01,100,990.99,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,318.15,0.0398,0,100,991.12,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,318.15,0.04,0.05,100,991.6,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,318.15,0.04006,0.03,100,991.41,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,318.15,0.04009,0.005,100,991.17,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,318.15,0.0401,0.01,100,991.21,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,318.15,0.0499,0,100,991.35,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,318.15,0.04992,0.03,100,991.63,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,318.15,0.04994,0.005,100,991.39,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,318.15,0.04996,0.05,100,991.83,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,318.15,0.05008,0.01,100,991.43,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,318.15,0.05977,0.01,100,991.65,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,318.15,0.05985,0.005,100,991.61,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,318.15,0.05994,0.05,100,992.05,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,318.15,0.06,0,100,991.58,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,318.15,0.06002,0.03,100,991.86,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,318.15,0.06936,0,100,991.79,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,318.15,0.06983,0.005,100,991.83,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,318.15,0.07,0.03,100,992.08,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,318.15,0.07,0.05,100,992.28,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,318.15,0.07123,0.01,100,991.9,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,318.15,0.07937,0.03,100,992.29,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,318.15,0.07984,0.01,100,992.1,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,318.15,0.07984,0.05,100,992.5,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,318.15,0.07993,0.005,100,992.06,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,318.15,0.0802,0,100,992.03,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
