setid,Solvent: Weight fraction of D-fructose,"Temperature, K","MolaLity of 1-butyl-3-methylimidazolium tetrafluoroborate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
GRtvK,0.1,308.15,0.1513,87,1039.2,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.1,308.15,0.2079,87,1041.2,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.1,308.15,0.2534,87,1042.7,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.1,308.15,0.3089,87,1044.6,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.1,308.15,0.3508,87,1046,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.1,308.15,0.4019,87,1047.7,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.1,308.15,0.4514,87,1049.3,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.1,308.15,0.4989,87,1050.8,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.1,313.15,0.0534,87,1033.5,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.1,313.15,0.1007,87,1035.2,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.1,313.15,0.1513,87,1037,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.1,313.15,0.2079,87,1038.9,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.1,313.15,0.2534,87,1040.4,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.1,313.15,0.3089,87,1042.2,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.1,313.15,0.3508,87,1043.6,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.1,313.15,0.4019,87,1045.2,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.1,313.15,0.4514,87,1046.8,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.1,313.15,0.4989,87,1048.3,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.15,293.15,0.0588,87,1062.6,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.15,293.15,0.1004,87,1064.3,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.15,293.15,0.1535,87,1066.5,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.15,293.15,0.2021,87,1068.4,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.15,293.15,0.2529,87,1070.4,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.15,293.15,0.3027,87,1072.3,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.15,293.15,0.3504,87,1074.1,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.15,293.15,0.4014,87,1076,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.15,293.15,0.4567,87,1078,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.15,293.15,0.5016,87,1079.6,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.15,298.15,0.0588,87,1060.9,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.15,298.15,0.1004,87,1062.6,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.15,298.15,0.1535,87,1064.7,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.15,298.15,0.2021,87,1066.5,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.15,298.15,0.2529,87,1068.5,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.15,298.15,0.3027,87,1070.3,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.15,298.15,0.3504,87,1072,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.15,298.15,0.4014,87,1073.8,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.15,298.15,0.4567,87,1075.8,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.15,298.15,0.5016,87,1077.4,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.15,303.15,0.0588,87,1059,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.15,303.15,0.1004,87,1060.6,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.15,303.15,0.1535,87,1062.7,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.15,303.15,0.2021,87,1064.5,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.15,303.15,0.2529,87,1066.4,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.15,303.15,0.3027,87,1068.2,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.15,303.15,0.3504,87,1069.8,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.15,303.15,0.4014,87,1071.6,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.15,303.15,0.4567,87,1073.6,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.15,303.15,0.5016,87,1075.1,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.15,308.15,0.0588,87,1056.8,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.15,308.15,0.1004,87,1058.5,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.15,308.15,0.1535,87,1060.5,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.15,308.15,0.2021,87,1062.2,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.15,308.15,0.2529,87,1064.1,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.15,308.15,0.3027,87,1065.8,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.15,308.15,0.3504,87,1067.5,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.15,308.15,0.4014,87,1069.2,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.15,308.15,0.4567,87,1071.1,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.15,308.15,0.5016,87,1072.6,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.15,313.15,0.0588,87,1054.5,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.15,313.15,0.1004,87,1056.1,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.15,313.15,0.1535,87,1058.1,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.15,313.15,0.2021,87,1059.9,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.15,313.15,0.2529,87,1061.7,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.15,313.15,0.3027,87,1063.4,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.15,313.15,0.3504,87,1065,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.15,313.15,0.4014,87,1066.7,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.15,313.15,0.4567,87,1068.6,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GRtvK,0.15,313.15,0.5016,87,1070.1,Rafiee and Frouzesh (2017c),Density,Liquid,AAihrA,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-fructose,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
