setid,Mole fraction of 1-ethyl-3-methylimidazolium tetrafluoroborate,Mole fraction of acetic acid,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ThUHE,0.568,0.3683,313.15,100,1214,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
ThUHE,0.568,0.3683,323.15,100,1206,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
ThUHE,0.5856,0.2451,293.15,100,1195,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
ThUHE,0.5856,0.2451,303.15,100,1186,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
ThUHE,0.5856,0.2451,313.15,100,1177,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
ThUHE,0.5856,0.2451,323.15,100,1167,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
ThUHE,0.5856,0.2451,333.15,100,1159,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
ThUHE,0.6819,0.1224,293.15,100,1230,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
ThUHE,0.6819,0.1224,303.15,100,1222,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
ThUHE,0.6819,0.1224,313.15,100,1215,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
ThUHE,0.6819,0.1224,323.15,100,1207,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
ThUHE,0.6819,0.1224,333.15,100,1199,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
ThUHE,0.7909,0.1349,293.15,100,1256,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
ThUHE,0.7909,0.1349,303.15,100,1248,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
ThUHE,0.7909,0.1349,313.15,100,1240,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
ThUHE,0.7909,0.1349,333.15,100,1224,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
ThUHE,0.8563,0.0599,293.15,100,1261,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
ThUHE,0.8563,0.0599,303.15,100,1253,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
ThUHE,0.8563,0.0599,313.15,100,1245,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
ThUHE,0.8563,0.0599,323.15,100,1237,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
ThUHE,0.8563,0.0599,333.15,100,1229,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
