setid,"Solvent: MolaLity of 1-ethyl-3-methylimidazolium hydrogen sulfate, mol/kg","MolaLity of L-valine, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
lEWTH,0.0503,0.0599,313.15,100,997.082,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0503,0.0812,293.15,100,1003.94,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0503,0.0812,298.15,100,1002.68,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0503,0.0812,303.15,100,1001.24,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0503,0.0812,308.15,100,999.53,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0503,0.0812,313.15,100,997.635,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0503,0.0998,293.15,100,1004.45,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0503,0.0998,298.15,100,1003.18,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0503,0.0998,303.15,100,1001.73,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0503,0.0998,308.15,100,1000.01,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0503,0.0998,313.15,100,998.113,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0503,0.1258,293.15,100,1005.16,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0503,0.1258,298.15,100,1003.87,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0503,0.1258,303.15,100,1002.41,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0503,0.1258,308.15,100,1000.69,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0503,0.1258,313.15,100,998.775,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0702,0,293.15,100,1002.93,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0702,0,298.15,100,1001.73,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0702,0,303.15,100,1000.32,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0702,0,308.15,100,998.638,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0702,0,313.15,100,996.774,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0702,0.0215,293.15,100,1003.56,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0702,0.0215,298.15,100,1002.34,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0702,0.0215,303.15,100,1000.92,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0702,0.0215,308.15,100,999.234,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0702,0.0215,313.15,100,997.36,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0702,0.0404,293.15,100,1004.1,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0702,0.0404,298.15,100,1002.88,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0702,0.0404,303.15,100,1001.44,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0702,0.0404,308.15,100,999.752,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0702,0.0404,313.15,100,997.869,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0702,0.0613,293.15,100,1004.7,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0702,0.0613,298.15,100,1003.46,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0702,0.0613,303.15,100,1002.02,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0702,0.0613,308.15,100,1000.32,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0702,0.0613,313.15,100,998.428,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0702,0.0799,293.15,100,1005.23,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0702,0.0799,298.15,100,1003.97,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0702,0.0799,303.15,100,1002.52,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0702,0.0799,308.15,100,1000.82,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0702,0.0799,313.15,100,998.921,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0702,0.0997,293.15,100,1005.79,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0702,0.0997,298.15,100,1004.52,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0702,0.0997,303.15,100,1003.06,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0702,0.0997,308.15,100,1001.35,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0702,0.0997,313.15,100,999.441,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0702,0.1238,293.15,100,1006.46,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0702,0.1238,298.15,100,1005.17,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0702,0.1238,303.15,100,1003.71,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0702,0.1238,308.15,100,1001.99,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0702,0.1238,313.15,100,1000.07,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
