setid,"Solvent: MolaLity of 1-butyl-3-methylimidazolium bromide, mol/kg","Temperature, K","MolaLity of (.+-.)-.alpha.-aminobutyric acid, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
lBOUL,0.2005,308.15,0.738,101.3,1021.5,Patyar and Kaur (2022),Density,Liquid,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lBOUL,0.2005,308.15,0.893,101.3,1025.3,Patyar and Kaur (2022),Density,Liquid,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lBOUL,0.2005,310.15,0,101.3,1002.7,Patyar and Kaur (2022),Density,Liquid,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lBOUL,0.2005,310.15,0.1,101.3,1005.5,Patyar and Kaur (2022),Density,Liquid,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lBOUL,0.2005,310.15,0.201,101.3,1007.9,Patyar and Kaur (2022),Density,Liquid,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lBOUL,0.2005,310.15,0.402,101.3,1012.7,Patyar and Kaur (2022),Density,Liquid,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lBOUL,0.2005,310.15,0.594,101.3,1017.3,Patyar and Kaur (2022),Density,Liquid,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lBOUL,0.2005,310.15,0.738,101.3,1020.9,Patyar and Kaur (2022),Density,Liquid,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lBOUL,0.2005,310.15,0.893,101.3,1024.4,Patyar and Kaur (2022),Density,Liquid,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lBOUL,0.2005,318.15,0,101.3,999.4,Patyar and Kaur (2022),Density,Liquid,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lBOUL,0.2005,318.15,0.1,101.3,1002.2,Patyar and Kaur (2022),Density,Liquid,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lBOUL,0.2005,318.15,0.201,101.3,1004.6,Patyar and Kaur (2022),Density,Liquid,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lBOUL,0.2005,318.15,0.402,101.3,1009.4,Patyar and Kaur (2022),Density,Liquid,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lBOUL,0.2005,318.15,0.594,101.3,1013.9,Patyar and Kaur (2022),Density,Liquid,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lBOUL,0.2005,318.15,0.738,101.3,1017.3,Patyar and Kaur (2022),Density,Liquid,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lBOUL,0.2005,318.15,0.893,101.3,1021,Patyar and Kaur (2022),Density,Liquid,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lBOUL,0.3031,298.15,0,101.3,1011.5,Patyar and Kaur (2022),Density,Liquid,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lBOUL,0.3031,298.15,0.099,101.3,1014.5,Patyar and Kaur (2022),Density,Liquid,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lBOUL,0.3031,298.15,0.2,101.3,1016.9,Patyar and Kaur (2022),Density,Liquid,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lBOUL,0.3031,298.15,0.297,101.3,1019.2,Patyar and Kaur (2022),Density,Liquid,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lBOUL,0.3031,298.15,0.399,101.3,1021.6,Patyar and Kaur (2022),Density,Liquid,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lBOUL,0.3031,298.15,0.496,101.3,1023.9,Patyar and Kaur (2022),Density,Liquid,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lBOUL,0.3031,298.15,0.698,101.3,1028.7,Patyar and Kaur (2022),Density,Liquid,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lBOUL,0.3031,298.15,0.908,101.3,1033.6,Patyar and Kaur (2022),Density,Liquid,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lBOUL,0.3031,308.15,0,101.3,1008.3,Patyar and Kaur (2022),Density,Liquid,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lBOUL,0.3031,308.15,0.099,101.3,1011.1,Patyar and Kaur (2022),Density,Liquid,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lBOUL,0.3031,308.15,0.2,101.3,1013.4,Patyar and Kaur (2022),Density,Liquid,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lBOUL,0.3031,308.15,0.297,101.3,1016,Patyar and Kaur (2022),Density,Liquid,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lBOUL,0.3031,308.15,0.399,101.3,1018.1,Patyar and Kaur (2022),Density,Liquid,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lBOUL,0.3031,308.15,0.496,101.3,1020.3,Patyar and Kaur (2022),Density,Liquid,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lBOUL,0.3031,308.15,0.698,101.3,1025,Patyar and Kaur (2022),Density,Liquid,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lBOUL,0.3031,308.15,0.908,101.3,1029.9,Patyar and Kaur (2022),Density,Liquid,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lBOUL,0.3031,310.15,0,101.3,1007.5,Patyar and Kaur (2022),Density,Liquid,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lBOUL,0.3031,310.15,0.099,101.3,1010.4,Patyar and Kaur (2022),Density,Liquid,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lBOUL,0.3031,310.15,0.2,101.3,1012.7,Patyar and Kaur (2022),Density,Liquid,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lBOUL,0.3031,310.15,0.297,101.3,1015.1,Patyar and Kaur (2022),Density,Liquid,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lBOUL,0.3031,310.15,0.399,101.3,1017.3,Patyar and Kaur (2022),Density,Liquid,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lBOUL,0.3031,310.15,0.496,101.3,1019.6,Patyar and Kaur (2022),Density,Liquid,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lBOUL,0.3031,310.15,0.698,101.3,1024.2,Patyar and Kaur (2022),Density,Liquid,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lBOUL,0.3031,310.15,0.908,101.3,1029.1,Patyar and Kaur (2022),Density,Liquid,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lBOUL,0.3031,318.15,0,101.3,1004.1,Patyar and Kaur (2022),Density,Liquid,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lBOUL,0.3031,318.15,0.099,101.3,1007,Patyar and Kaur (2022),Density,Liquid,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lBOUL,0.3031,318.15,0.2,101.3,1009.3,Patyar and Kaur (2022),Density,Liquid,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lBOUL,0.3031,318.15,0.297,101.3,1011.6,Patyar and Kaur (2022),Density,Liquid,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lBOUL,0.3031,318.15,0.399,101.3,1013.9,Patyar and Kaur (2022),Density,Liquid,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lBOUL,0.3031,318.15,0.496,101.3,1016.1,Patyar and Kaur (2022),Density,Liquid,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lBOUL,0.3031,318.15,0.698,101.3,1020.7,Patyar and Kaur (2022),Density,Liquid,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lBOUL,0.3031,318.15,0.908,101.3,1025.6,Patyar and Kaur (2022),Density,Liquid,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
