setid,"Solvent: MolaLity of 1-hexyl-3-methyl-1H-imidazolium bromide, mol/kg","Temperature, K","MolaLity of glycylglycine, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
PUPKo,0.07,298.15,0.3007,100,1016.3,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,298.15,0.4014,100,1021.6,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,298.15,0.4907,100,1026.4,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,298.15,0.594,100,1031.9,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,298.15,0.69,100,1037,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,298.15,0.801,100,1042.9,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,298.15,0.967,100,1051.7,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,298.15,0.991,100,1053,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,303.15,0,100,998.8,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,303.15,0.1,100,1004.1,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,303.15,0.2025,100,1009.6,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,303.15,0.3007,100,1014.8,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,303.15,0.4014,100,1020.2,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,303.15,0.4907,100,1024.9,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,303.15,0.594,100,1030.4,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,303.15,0.69,100,1035.5,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,303.15,0.801,100,1041.4,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,303.15,0.967,100,1050.2,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,303.15,0.991,100,1051.5,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,308.15,0,100,997.2,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,308.15,0.1,100,1002.5,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,308.15,0.2025,100,1008,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,308.15,0.3007,100,1013.2,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,308.15,0.4014,100,1018.6,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,308.15,0.4907,100,1023.3,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,308.15,0.594,100,1028.8,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,308.15,0.69,100,1033.9,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,308.15,0.801,100,1039.8,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,308.15,0.967,100,1048.6,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,308.15,0.991,100,1049.9,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
