setid,"Solvent: MolaLity of 1-dodecyl-3-methylimidazolium bromide, mol/kg","MolaLity of L-leucine, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Wcsnq,0.005,0.19712,303.15,100,1000.4,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0.19712,308.15,100,998.7,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0.24522,288.15,100,1005.2,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0.24522,293.15,100,1004.2,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0.24522,298.15,100,1003,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0.24522,303.15,100,1001.5,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0.24522,308.15,100,999.8,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0.30357,288.15,100,1006.6,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0.30357,293.15,100,1005.6,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0.30357,298.15,100,1004.3,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0.30357,303.15,100,1002.8,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0.30357,308.15,100,1001.2,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0.34762,288.15,100,1007.7,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0.34762,293.15,100,1006.6,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0.34762,298.15,100,1005.4,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0.34762,303.15,100,1003.9,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0.34762,308.15,100,1002.2,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0,288.15,100,999.8,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0,293.15,100,998.8,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0,298.15,100,997.6,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0,303.15,100,996.2,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0,308.15,100,994.6,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0.01012,288.15,100,1000,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0.01012,293.15,100,999,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0.01012,298.15,100,997.9,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0.01012,303.15,100,996.5,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0.01012,308.15,100,994.8,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0.02948,288.15,100,1000.5,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0.02948,293.15,100,999.5,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0.02948,298.15,100,998.3,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0.02948,303.15,100,996.9,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0.02948,308.15,100,995.2,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0.05046,288.15,100,1001,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0.05046,293.15,100,1000,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0.05046,298.15,100,998.8,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0.05046,303.15,100,997.4,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0.05046,308.15,100,995.7,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0.0697,288.15,100,1001.5,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0.0697,293.15,100,1000.5,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0.0697,298.15,100,999.2,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0.0697,303.15,100,997.8,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0.0697,308.15,100,996.2,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0.10002,288.15,100,1002.2,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0.10002,293.15,100,1001.2,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0.10002,298.15,100,999.9,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0.10002,303.15,100,998.5,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0.10002,308.15,100,996.8,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0.15036,288.15,100,1003.4,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0.15036,293.15,100,1002.4,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0.15036,298.15,100,1001.1,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0.15036,303.15,100,999.7,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0.15036,308.15,100,998,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0.19677,288.15,100,1004.5,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0.19677,293.15,100,1003.5,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0.19677,298.15,100,1002.2,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0.19677,303.15,100,1000.8,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0.19677,308.15,100,999,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0.25094,288.15,100,1005.8,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0.25094,293.15,100,1004.7,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0.25094,298.15,100,1003.5,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0.25094,303.15,100,1002,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0.25094,308.15,100,1000.3,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0.30011,288.15,100,1007,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0.30011,293.15,100,1005.9,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0.30011,298.15,100,1004.6,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0.30011,303.15,100,1003.1,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0.30011,308.15,100,1001.4,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0.3496,288.15,100,1008.2,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0.3496,293.15,100,1007.1,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0.3496,298.15,100,1005.8,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0.3496,303.15,100,1004.3,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.02,0.3496,308.15,100,1002.5,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0,288.15,100,1000.4,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0,293.15,100,999.4,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0,298.15,100,998.2,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0,303.15,100,996.8,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0,308.15,100,995.1,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0.01021,288.15,100,1000.7,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0.01021,293.15,100,999.6,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0.01021,298.15,100,998.4,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0.01021,303.15,100,997,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0.01021,308.15,100,995.3,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0.03084,288.15,100,1001.2,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0.03084,293.15,100,1000.1,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0.03084,298.15,100,998.9,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0.03084,303.15,100,997.5,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0.03084,308.15,100,995.8,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0.05003,288.15,100,1001.6,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0.05003,293.15,100,1000.6,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0.05003,298.15,100,999.3,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0.05003,303.15,100,997.9,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0.05003,308.15,100,996.2,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0.0701,288.15,100,1002.1,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
