setid,"Mole fraction of N,N-diethylethanolammonium hydrogen dihexanoate","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ZaiEt,0.2213,353.15,101,1050.1,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.2213,358.15,101,1046.6,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.2213,363.15,101,1043.1,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.2213,368.15,101,1039.6,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.2213,373.15,101,1036.2,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.3088,278.15,101,1082.3,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.3088,283.15,101,1078.4,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.3088,288.15,101,1074.6,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.3088,293.15,101,1070.9,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.3088,298.15,101,1067.2,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.3088,303.15,101,1063.5,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.3088,308.15,101,1059.8,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.3088,313.15,101,1056.2,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.3088,318.15,101,1052.5,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.3088,323.15,101,1048.9,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.3088,328.15,101,1045.2,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.3088,333.15,101,1041.5,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.3088,338.15,101,1037.9,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.3088,343.15,101,1034.3,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.3088,348.15,101,1030.7,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.3088,353.15,101,1027,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.3088,358.15,101,1023.4,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.3088,363.15,101,1019.8,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.3088,368.15,101,1016.2,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.3088,373.15,101,1012.6,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.3966,278.15,101,1063.3,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.3966,283.15,101,1059.4,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.3966,288.15,101,1055.6,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.3966,293.15,101,1051.8,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.3966,298.15,101,1048.1,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.3966,303.15,101,1044.3,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.3966,308.15,101,1040.5,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.3966,313.15,101,1036.7,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.3966,318.15,101,1032.9,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.3966,323.15,101,1029.1,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.3966,328.15,101,1025.3,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.3966,333.15,101,1021.5,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.3966,338.15,101,1017.7,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.3966,343.15,101,1013.9,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.3966,348.15,101,1010.2,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.3966,353.15,101,1006.4,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.3966,358.15,101,1002.7,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.3966,363.15,101,999.1,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.3966,368.15,101,995.4,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.3966,373.15,101,993.1,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.4995,278.15,101,1045.4,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.4995,283.15,101,1041.6,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.4995,288.15,101,1037.8,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.4995,293.15,101,1034,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.4995,298.15,101,1030.3,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.4995,303.15,101,1026.5,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.4995,308.15,101,1022.7,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.4995,313.15,101,1018.9,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.4995,318.15,101,1015.2,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.4995,323.15,101,1011.4,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.4995,328.15,101,1007.6,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.4995,333.15,101,1003.8,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.4995,338.15,101,1000,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.4995,343.15,101,996.5,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.4995,348.15,101,992.6,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.4995,353.15,101,988.8,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.4995,358.15,101,985,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.4995,363.15,101,981.2,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.4995,368.15,101,977.4,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.4995,373.15,101,973.6,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.6088,278.15,101,1027.9,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.6088,283.15,101,1024.2,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.6088,288.15,101,1020.4,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.6088,293.15,101,1016.7,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.6088,298.15,101,1012.9,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.6088,303.15,101,1009.2,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.6088,308.15,101,1005.4,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.6088,313.15,101,1001.6,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.6088,318.15,101,998.1,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.6088,323.15,101,994.3,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
