setid,"Temperature, K","Solvent: Weight fraction of 2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate","MolaLity of N-acetyl-p-aminophenol, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
vkRer,313.15,0.05,0.04,100,1000.5,Mokhtarpour et al. (2020),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate"
vkRer,313.15,0.05,0.0503,100,1000.9,Mokhtarpour et al. (2020),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate"
vkRer,313.15,0.05,0.06,100,1001.2,Mokhtarpour et al. (2020),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate"
vkRer,313.15,0.05,0.0706,100,1001.7,Mokhtarpour et al. (2020),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate"
vkRer,313.15,0.1,0.006,100,1006.2,Mokhtarpour et al. (2020),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate"
vkRer,313.15,0.1,0.0102,100,1006.4,Mokhtarpour et al. (2020),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate"
vkRer,313.15,0.1,0.02,100,1006.7,Mokhtarpour et al. (2020),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate"
vkRer,313.15,0.1,0.0314,100,1007,Mokhtarpour et al. (2020),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate"
vkRer,313.15,0.1,0.0404,100,1007.3,Mokhtarpour et al. (2020),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate"
vkRer,313.15,0.1,0.05,100,1007.4,Mokhtarpour et al. (2020),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate"
vkRer,313.15,0.1,0.0609,100,1008,Mokhtarpour et al. (2020),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate"
vkRer,313.15,0.1,0.0705,100,1008.3,Mokhtarpour et al. (2020),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate"
vkRer,313.15,0.15,0.006,100,1013.3,Mokhtarpour et al. (2020),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate"
vkRer,313.15,0.15,0.0102,100,1013.4,Mokhtarpour et al. (2020),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate"
vkRer,313.15,0.15,0.0204,100,1013.7,Mokhtarpour et al. (2020),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate"
vkRer,313.15,0.15,0.0309,100,1014,Mokhtarpour et al. (2020),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate"
vkRer,313.15,0.15,0.0407,100,1014.3,Mokhtarpour et al. (2020),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate"
vkRer,313.15,0.15,0.0502,100,1014.6,Mokhtarpour et al. (2020),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate"
vkRer,313.15,0.15,0.0606,100,1014.9,Mokhtarpour et al. (2020),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate"
vkRer,313.15,0.15,0.0706,100,1015.3,Mokhtarpour et al. (2020),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate"
