setid,"Temperature, K",Mole fraction of diethylmethylammonium methanesulfonate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
QPmIq,343.15,0.0356,100,1014,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,343.15,0.0571,100,1029.9,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,343.15,0.0757,100,1041.1,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,343.15,0.0967,100,1052.4,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,343.15,0.1234,100,1062.5,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,343.15,0.1582,100,1072.1,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,343.15,0.206,100,1082,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,343.15,0.3246,100,1094.5,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,343.15,0.4263,100,1099.6,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,343.15,0.5018,100,1101.7,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,343.15,0.5783,100,1103.4,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,343.15,0.6771,100,1104.7,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,343.15,0.7782,100,1105.8,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,348.15,0.0155,100,993.8,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,348.15,0.0356,100,1011,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,348.15,0.0571,100,1026.7,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,348.15,0.0757,100,1037.8,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,348.15,0.0967,100,1049.1,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,348.15,0.1234,100,1059.2,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,348.15,0.1582,100,1068.8,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,348.15,0.206,100,1078.6,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,348.15,0.3246,100,1091.1,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,348.15,0.4263,100,1096.2,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,348.15,0.5018,100,1098.4,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,348.15,0.5783,100,1100.1,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,348.15,0.6771,100,1101.5,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,348.15,0.7782,100,1102.5,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
