setid,"Temperature, K","Solvent: MolaLity of propylammonium formate, mol/kg","MolaLity of 2-aminoacetic acid, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
cqLMV,308.15,0.1,0.03659,101.325,995.934,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,308.15,0.1,0.05395,101.325,996.464,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,308.15,0.1,0.0787,101.325,997.215,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,308.15,0.1,0.09166,101.325,997.605,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,308.15,0.1,0.11521,101.325,998.313,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,308.15,0.1,0.13923,101.325,999.031,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,308.15,0.1,0.15389,101.325,999.468,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,308.15,0.1,0.16439,101.325,999.781,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,308.15,0.1,0.18755,101.325,1000.47,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,308.15,0.15,0,101.325,995.216,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,308.15,0.15,0.02903,101.325,996.104,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,308.15,0.15,0.04761,101.325,996.669,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,308.15,0.15,0.05236,101.325,996.813,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,308.15,0.15,0.06406,101.325,997.167,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,308.15,0.15,0.09558,101.325,998.118,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,308.15,0.15,0.10214,101.325,998.312,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,308.15,0.15,0.14613,101.325,999.626,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,308.15,0.15,0.16213,101.325,1000.1,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,308.15,0.15,0.18387,101.325,1000.74,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,308.15,0.2,0,101.325,995.619,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,308.15,0.2,0.03436,101.325,996.679,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,308.15,0.2,0.04875,101.325,997.121,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,308.15,0.2,0.07008,101.325,997.774,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,308.15,0.2,0.08831,101.325,998.33,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,308.15,0.2,0.11297,101.325,999.079,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,308.15,0.2,0.12174,101.325,999.345,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,308.15,0.2,0.13983,101.325,999.892,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,308.15,0.2,0.15074,101.325,1000.22,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,308.15,0.2,0.17669,101.325,1001,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,318.15,0,0,101.325,990.244,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,318.15,0,0.02012,101.325,990.867,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,318.15,0,0.05495,101.325,991.94,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,318.15,0,0.07199,101.325,992.463,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,318.15,0,0.09442,101.325,993.148,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,318.15,0,0.11775,101.325,993.859,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,318.15,0,0.13344,101.325,994.334,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,318.15,0,0.16565,101.325,995.309,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,318.15,0,0.18108,101.325,995.774,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,318.15,0,0.21473,101.325,996.781,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,318.15,0.05,0,101.325,990.56,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,318.15,0.05,0.02549,101.325,991.354,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,318.15,0.05,0.05465,101.325,992.256,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,318.15,0.05,0.08165,101.325,993.086,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,318.15,0.05,0.08711,101.325,993.252,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,318.15,0.05,0.10591,101.325,993.827,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,318.15,0.05,0.13692,101.325,994.771,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,318.15,0.05,0.14142,101.325,994.903,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,318.15,0.05,0.15315,101.325,995.257,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,318.15,0.05,0.18293,101.325,996.15,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,318.15,0.1,0,101.325,990.922,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,318.15,0.1,0.03659,101.325,992.021,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,318.15,0.1,0.05395,101.325,992.54,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,318.15,0.1,0.0787,101.325,993.276,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,318.15,0.1,0.09166,101.325,993.657,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,318.15,0.1,0.11521,101.325,994.353,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,318.15,0.1,0.13923,101.325,995.06,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,318.15,0.1,0.15389,101.325,995.487,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,318.15,0.1,0.16439,101.325,995.793,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,318.15,0.1,0.18755,101.325,996.466,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,318.15,0.15,0,101.325,991.285,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,318.15,0.15,0.02903,101.325,992.155,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,318.15,0.15,0.04761,101.325,992.71,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,318.15,0.15,0.05236,101.325,992.851,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,318.15,0.15,0.06406,101.325,993.197,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,318.15,0.15,0.09558,101.325,994.128,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,318.15,0.15,0.10214,101.325,994.319,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,318.15,0.15,0.14613,101.325,995.607,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,318.15,0.15,0.16213,101.325,996.069,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,318.15,0.15,0.18387,101.325,996.697,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,318.15,0.2,0,101.325,991.647,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,318.15,0.2,0.03436,101.325,992.684,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,318.15,0.2,0.04875,101.325,993.116,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,318.15,0.2,0.07008,101.325,993.755,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,318.15,0.2,0.08831,101.325,994.298,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,318.15,0.2,0.11297,101.325,995.027,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,318.15,0.2,0.12174,101.325,995.287,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,318.15,0.2,0.13983,101.325,995.822,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,318.15,0.2,0.15074,101.325,996.141,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
cqLMV,318.15,0.2,0.17669,101.325,996.904,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
