setid,"Temperature, K",Mole fraction of triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
lovfs,323.15,0.8812,101,1260.1,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,328.15,0.025,101,853.6,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,328.15,0.0983,101,1008.7,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,328.15,0.1005,101,1011.9,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,328.15,0.1994,101,1107.8,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,328.15,0.3029,101,1159.9,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,328.15,0.401,101,1191.2,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,328.15,0.5064,101,1213.8,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,328.15,0.6158,101,1230.2,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,328.15,0.7012,101,1240.1,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,328.15,0.8812,101,1255.9,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,333.15,0.025,101,848.6,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,333.15,0.0983,101,1003.9,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,333.15,0.1005,101,1007.1,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,333.15,0.1994,101,1103.1,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,333.15,0.3029,101,1155.4,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,333.15,0.401,101,1186.8,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,333.15,0.5064,101,1209.5,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,333.15,0.6158,101,1225.9,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,333.15,0.7012,101,1235.9,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,333.15,0.8812,101,1251.8,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,338.15,0.025,101,843.6,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,338.15,0.0983,101,999.1,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,338.15,0.1005,101,1002.3,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,338.15,0.1994,101,1098.4,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,338.15,0.3029,101,1150.9,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,338.15,0.401,101,1182.4,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,338.15,0.5064,101,1205.1,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,338.15,0.6158,101,1221.6,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,338.15,0.7012,101,1231.7,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
lovfs,338.15,0.8812,101,1247.6,Machanova et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABlkEe,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,,,
