setid,"Temperature, K","Solvent: MolaLity of propylammonium formate, mol/kg","MolaLity of DL-2-aminopropanoic acid, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
VBnnA,308.15,0.1,0.16533,101.325,999.352,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,308.15,0.1,0.194,101.325,1000.13,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,308.15,0.1,0.21295,101.325,1000.63,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,308.15,0.15,0.02875,101.325,996.006,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,308.15,0.15,0.04747,101.325,996.516,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,308.15,0.15,0.06546,101.325,997.002,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,308.15,0.15,0.08858,101.325,997.623,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,308.15,0.15,0.10286,101.325,998.002,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,308.15,0.15,0.12031,101.325,998.464,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,308.15,0.15,0.13452,101.325,998.836,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,308.15,0.15,0.15481,101.325,999.371,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,308.15,0.15,0.18604,101.325,1000.17,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,308.15,0.2,0.03681,101.325,996.624,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,308.15,0.2,0.0764,101.325,997.696,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,308.15,0.2,0.08316,101.325,997.876,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,308.15,0.2,0.08979,101.325,998.053,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,308.15,0.2,0.11065,101.325,998.611,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,308.15,0.2,0.1347,101.325,999.252,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,308.15,0.2,0.14133,101.325,999.425,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,308.15,0.2,0.16347,101.325,1000.01,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,308.15,0.2,0.18865,101.325,1000.67,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,318.15,0,0.02482,101.325,990.936,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,318.15,0,0.04387,101.325,991.464,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,318.15,0,0.06246,101.325,991.976,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,318.15,0,0.06721,101.325,992.106,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,318.15,0,0.07269,101.325,992.256,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,318.15,0,0.11285,101.325,993.354,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,318.15,0,0.12881,101.325,993.784,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,318.15,0,0.15951,101.325,994.61,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,318.15,0,0.17856,101.325,995.117,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,318.15,0.05,0.03679,101.325,991.598,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,318.15,0.05,0.04092,101.325,991.713,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,318.15,0.05,0.0772,101.325,992.728,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,318.15,0.05,0.08841,101.325,993.039,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,318.15,0.05,0.10084,101.325,993.382,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,318.15,0.05,0.12681,101.325,994.101,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,318.15,0.05,0.15516,101.325,994.881,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,318.15,0.05,0.18546,101.325,995.71,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,318.15,0.05,0.23205,101.325,996.972,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,318.15,0.1,0.02398,101.325,991.578,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,318.15,0.1,0.03972,101.325,992.007,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,318.15,0.1,0.06853,101.325,992.787,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,318.15,0.1,0.0923,101.325,993.428,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,318.15,0.1,0.12607,101.325,994.33,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,318.15,0.1,0.14061,101.325,994.717,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,318.15,0.1,0.16533,101.325,995.373,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,318.15,0.1,0.194,101.325,996.132,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,318.15,0.1,0.21295,101.325,996.624,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,318.15,0.15,0.02875,101.325,992.064,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,318.15,0.15,0.04747,101.325,992.567,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,318.15,0.15,0.06546,101.325,993.048,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,318.15,0.15,0.08858,101.325,993.665,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,318.15,0.15,0.10286,101.325,994.041,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,318.15,0.15,0.12031,101.325,994.501,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,318.15,0.15,0.13452,101.325,994.872,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,318.15,0.15,0.15481,101.325,995.405,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,318.15,0.15,0.18604,101.325,996.214,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,318.15,0.2,0.03681,101.325,992.639,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,318.15,0.2,0.0764,101.325,993.697,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,318.15,0.2,0.08316,101.325,993.875,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,318.15,0.2,0.08979,101.325,994.049,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,318.15,0.2,0.11065,101.325,994.601,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,318.15,0.2,0.1347,101.325,995.233,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,318.15,0.2,0.14133,101.325,995.404,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,318.15,0.2,0.16347,101.325,995.982,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
VBnnA,318.15,0.2,0.18865,101.325,996.636,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
