setid,"Temperature, K","Pressure, kPa",Mole fraction of 1-butyl-3-methylimidazolium methyl sulfate,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
TOrQb,293.15,30000,0.20587,1057.32,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,293.15,30000,0.24647,1080.3,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,293.15,30000,0.29205,1100.49,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,293.15,30000,0.35486,1125.15,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,293.15,30000,0.41675,1142.2,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,293.15,30000,0.53164,1167.71,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,293.15,30000,0.60505,1181.1,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,293.15,30000,0.71231,1195,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,293.15,30000,0.85177,1210.4,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,293.15,30000,1,1222.8,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,293.15,35000,0,819.5,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,293.15,35000,0.05405,918.05,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,293.15,35000,0.10968,985.53,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,293.15,35000,0.20587,1059.81,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,293.15,35000,0.24647,1082.71,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,293.15,35000,0.29205,1102.82,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,293.15,35000,0.35486,1127.39,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,293.15,35000,0.41675,1144.39,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,293.15,35000,0.53164,1169.8,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,293.15,35000,0.60505,1183.1,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,293.15,35000,0.71231,1197,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,293.15,35000,0.85177,1212.3,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,293.15,35000,1,1224.7,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,100,0,786.37,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,100,0.05405,889.88,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,100,0.10968,960.14,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,100,0.20587,1037.46,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,100,0.24647,1061.15,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,100,0.29205,1081.94,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,100,0.35486,1107.32,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,100,0.41675,1125.11,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,100,0.53164,1151.34,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,100,0.60505,1164.67,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,100,0.71231,1178.95,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,100,0.85177,1194.97,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,100,1,1207.69,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,2500,0,788.71,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,2500,0.05405,891.79,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,2500,0.10968,961.96,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,2500,0.20587,1038.89,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,2500,0.24647,1062.49,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,2500,0.29205,1083.25,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,2500,0.35486,1108.55,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,2500,0.41675,1126.23,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,2500,0.53164,1152.43,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,2500,0.60505,1165.78,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,2500,0.71231,1180.03,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,2500,0.85177,1196.03,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,2500,1,1208.71,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,5000,0,791.05,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,5000,0.05405,893.73,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,5000,0.10968,963.65,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,5000,0.20587,1040.34,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,5000,0.24647,1063.89,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,5000,0.29205,1084.58,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,5000,0.35486,1109.81,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,5000,0.41675,1127.45,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,5000,0.53164,1153.6,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,5000,0.60505,1166.92,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,5000,0.71231,1181.14,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,5000,0.85177,1197.1,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,5000,1,1209.75,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,10000,0,795.59,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,10000,0.05405,897.49,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,10000,0.10968,966.95,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,10000,0.20587,1043.21,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,10000,0.24647,1066.62,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,10000,0.29205,1087.23,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,10000,0.35486,1112.33,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,10000,0.41675,1129.87,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,10000,0.53164,1155.92,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,10000,0.60505,1169.19,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,10000,0.71231,1183.36,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,10000,0.85177,1199.25,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,10000,1,1211.84,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,15000,0,799.89,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,15000,0.05405,901.1,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,15000,0.10968,970.25,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,15000,0.20587,1045.99,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,15000,0.24647,1069.27,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,15000,0.29205,1089.79,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,15000,0.35486,1114.76,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,15000,0.41675,1132.21,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,15000,0.53164,1158.15,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,15000,0.60505,1171.4,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,15000,0.71231,1185.51,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,15000,0.85177,1201.34,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,15000,1,1213.9,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,20000,0,803.98,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,20000,0.05405,904.57,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,20000,0.10968,973.29,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,20000,0.20587,1048.7,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,20000,0.24647,1071.85,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,20000,0.29205,1092.28,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,20000,0.35486,1117.16,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,20000,0.41675,1134.53,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,20000,0.53164,1160.37,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,20000,0.60505,1173.56,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,20000,0.71231,1187.64,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,20000,0.85177,1203.4,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,20000,1,1215.9,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,25000,0,807.93,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,25000,0.05405,907.93,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,25000,0.10968,976.3,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,25000,0.20587,1051.35,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,25000,0.24647,1074.4,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,25000,0.29205,1094.75,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,25000,0.35486,1119.5,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,25000,0.41675,1136.8,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,25000,0.53164,1162.53,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,25000,0.60505,1175.71,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,298.15,25000,0.71231,1189.7,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
