setid,"Solvent: MolaLity of 1-decyl-3-methylimidazolium bromide, mol/kg","MolaLity of 2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
umXNk,0.01,0.02,293.15,100,999.348,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.01,0.02,298.15,100,998.026,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.01,0.02,303.15,100,996.579,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.01,0.02,308.15,100,994.934,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.01,0.02,313.15,100,993.101,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.01,0.02,318.15,100,991.043,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.01,0.03,293.15,100,999.673,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.01,0.03,298.15,100,998.342,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.01,0.03,303.15,100,996.886,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.01,0.03,308.15,100,995.236,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.01,0.03,313.15,100,993.395,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.01,0.03,318.15,100,991.332,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.01,0.04,293.15,100,999.989,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.01,0.04,298.15,100,998.652,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.01,0.04,303.15,100,997.185,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.01,0.04,308.15,100,995.53,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.01,0.04,313.15,100,993.682,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.01,0.04,318.15,100,991.608,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.01,0.05,293.15,100,1000.3,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.01,0.05,298.15,100,998.949,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.01,0.05,303.15,100,997.475,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.01,0.05,308.15,100,995.816,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.01,0.05,313.15,100,993.959,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.01,0.05,318.15,100,991.878,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.01,0.06,293.15,100,1000.59,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.01,0.06,298.15,100,999.239,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.01,0.06,303.15,100,997.757,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.01,0.06,308.15,100,996.093,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.01,0.06,313.15,100,994.228,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.01,0.06,318.15,100,992.138,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.01,0.07,293.15,100,1000.88,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.01,0.07,298.15,100,999.523,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.01,0.07,303.15,100,998.031,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.01,0.07,308.15,100,996.361,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.01,0.07,313.15,100,994.488,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.01,0.07,318.15,100,992.391,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.01,0.08,293.15,100,1001.16,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.01,0.08,298.15,100,999.792,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.01,0.08,303.15,100,998.294,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.01,0.08,308.15,100,996.621,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.01,0.08,313.15,100,994.737,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.01,0.08,318.15,100,992.635,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.01,0.09,293.15,100,1001.43,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.01,0.09,298.15,100,1000.05,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.01,0.09,303.15,100,998.547,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.01,0.09,308.15,100,996.868,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.01,0.09,313.15,100,994.976,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.01,0.09,318.15,100,992.867,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.01,0.1,293.15,100,1001.69,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.01,0.1,298.15,100,1000.3,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.01,0.1,303.15,100,998.791,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.01,0.1,308.15,100,997.106,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.01,0.1,313.15,100,995.205,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.01,0.1,318.15,100,993.09,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.03,0,293.15,100,998.982,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.03,0,298.15,100,997.769,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.03,0,303.15,100,996.343,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.03,0,308.15,100,994.715,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.03,0,313.15,100,992.869,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.03,0,318.15,100,990.791,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.03,0.01,293.15,100,999.298,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.03,0.01,298.15,100,998.077,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.03,0.01,303.15,100,996.643,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.03,0.01,308.15,100,995.009,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.03,0.01,313.15,100,993.157,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.03,0.01,318.15,100,991.073,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.03,0.02,293.15,100,999.608,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.03,0.02,298.15,100,998.379,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.03,0.02,303.15,100,996.937,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.03,0.02,308.15,100,995.297,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.03,0.02,313.15,100,993.439,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.03,0.02,318.15,100,991.349,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.03,0.03,293.15,100,999.912,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.03,0.03,298.15,100,998.674,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.03,0.03,303.15,100,997.225,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.03,0.03,308.15,100,995.578,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.03,0.03,313.15,100,993.714,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
umXNk,0.03,0.03,318.15,100,991.618,Singh et al. (2023b),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water
