setid,"Temperature, K","Pressure, kPa",Mole fraction of anisole,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
laijh,298.15,50000,0.5008,1356.4,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,298.15,50000,0.6001,1318.9,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,298.15,50000,0.7003,1271.5,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,298.15,50000,0.8002,1210.4,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,298.15,50000,0.9,1130,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,100,0.1018,1403.4,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,100,0.2008,1386,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,100,0.3001,1365.5,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,100,0.4008,1340.6,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,100,0.5008,1310.6,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,100,0.6001,1273.8,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,100,0.7003,1227,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,100,0.8002,1166.5,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,100,0.9,1085.2,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,10000,0.1018,1410.9,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,10000,0.2008,1393.3,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,10000,0.3001,1372.6,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,10000,0.4008,1347.5,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,10000,0.5008,1317.3,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,10000,0.6001,1280.4,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,10000,0.7003,1233.5,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,10000,0.8002,1172.9,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,10000,0.9,1091.8,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,15000,0.1018,1414.5,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,15000,0.2008,1396.8,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,15000,0.3001,1376,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,15000,0.4008,1350.8,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,15000,0.5008,1320.5,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,15000,0.6001,1283.5,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,15000,0.7003,1236.6,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,15000,0.8002,1176,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,15000,0.9,1095,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,20000,0.1018,1418,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,20000,0.2008,1400.2,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,20000,0.3001,1379.3,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,20000,0.4008,1354,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,20000,0.5008,1323.7,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,20000,0.6001,1286.6,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,20000,0.7003,1239.6,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,20000,0.8002,1179,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,20000,0.9,1098,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,25000,0.1018,1421.3,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,25000,0.2008,1403.5,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,25000,0.3001,1382.5,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,25000,0.4008,1357.1,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,25000,0.5008,1326.7,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,25000,0.6001,1289.6,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,25000,0.7003,1242.5,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,25000,0.8002,1181.9,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,25000,0.9,1100.9,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,30000,0.1018,1424.5,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,30000,0.2008,1406.6,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,30000,0.3001,1385.6,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,30000,0.4008,1360.1,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,30000,0.5008,1329.6,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,30000,0.6001,1292.4,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,30000,0.7003,1245.3,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,30000,0.8002,1184.7,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,30000,0.9,1103.8,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,35000,0.1018,1427.7,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,35000,0.2008,1409.7,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,35000,0.3001,1388.5,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,35000,0.4008,1363,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,35000,0.5008,1332.5,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,35000,0.6001,1295.2,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,35000,0.7003,1248,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,35000,0.8002,1187.4,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,35000,0.9,1106.5,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,40000,0.1018,1430.7,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,40000,0.2008,1412.6,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,40000,0.3001,1391.4,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,40000,0.4008,1365.9,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,40000,0.5008,1335.2,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,40000,0.6001,1297.9,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,40000,0.7003,1250.7,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,40000,0.8002,1190,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,40000,0.9,1109.2,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,45000,0.1018,1433.6,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,45000,0.2008,1415.5,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,45000,0.3001,1394.2,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,45000,0.4008,1368.6,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,45000,0.5008,1337.9,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,45000,0.6001,1300.5,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,45000,0.7003,1253.3,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,45000,0.8002,1192.6,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,318.15,45000,0.9,1111.8,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
