setid,"Temperature, K",Mole fraction of tributylethylphosphonium diethylphosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
iayUb,343.15,1,101,978.8,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,348.15,0,101,974.8,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,348.15,0.007,101,979.2,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,348.15,0.0141,101,982.5,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,348.15,0.0208,101,984.5,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,348.15,0.028,101,986,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,348.15,0.035,101,986.8,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,348.15,0.0392,101,987,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,348.15,0.048,101,987.4,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,348.15,0.0564,101,987.6,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,348.15,0.068,101,987.5,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,348.15,0.0794,101,987.2,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,348.15,0.0905,101,986.8,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,348.15,0.1023,101,986.3,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,348.15,0.1174,101,985.8,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,348.15,0.2038,101,983.1,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,348.15,0.3024,101,980.8,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,348.15,0.3979,101,979.2,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,348.15,0.5175,101,977.9,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,348.15,0.6063,101,977.1,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,348.15,0.6943,101,976.6,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,348.15,0.7959,101,976,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,348.15,0.9,101,975.8,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,348.15,1,101,975.5,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
