setid,"Solvent: MolaLity of 1-octylpyridinium bromide, mol/kg","MolaLity of glycyl-L-leucine, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
drnFu,0.05,0.119,283.15,100,1008,Yan et al. (2020),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
drnFu,0.05,0.119,288.15,100,1007.3,Yan et al. (2020),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
drnFu,0.05,0.119,293.15,100,1006.3,Yan et al. (2020),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
drnFu,0.05,0.119,298.15,100,1005,Yan et al. (2020),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
drnFu,0.05,0.119,303.15,100,1003.4,Yan et al. (2020),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
drnFu,0.05,0.1389,278.15,100,1009.3,Yan et al. (2020),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
drnFu,0.05,0.1389,283.15,100,1009,Yan et al. (2020),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
drnFu,0.05,0.1389,288.15,100,1008.2,Yan et al. (2020),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
drnFu,0.05,0.1389,293.15,100,1007.2,Yan et al. (2020),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
drnFu,0.05,0.1389,298.15,100,1006,Yan et al. (2020),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
drnFu,0.05,0.1389,303.15,100,1004.4,Yan et al. (2020),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
drnFu,0.05,0.1591,278.15,100,1010.3,Yan et al. (2020),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
drnFu,0.05,0.1591,283.15,100,1009.9,Yan et al. (2020),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
drnFu,0.05,0.1591,288.15,100,1009.2,Yan et al. (2020),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
drnFu,0.05,0.1591,293.15,100,1008.2,Yan et al. (2020),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
drnFu,0.05,0.1591,298.15,100,1006.9,Yan et al. (2020),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
drnFu,0.05,0.1591,303.15,100,1005.3,Yan et al. (2020),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
drnFu,0.05,0.1793,278.15,100,1011.3,Yan et al. (2020),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
drnFu,0.05,0.1793,283.15,100,1010.9,Yan et al. (2020),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
drnFu,0.05,0.1793,288.15,100,1010.1,Yan et al. (2020),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
drnFu,0.05,0.1793,293.15,100,1009.2,Yan et al. (2020),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
drnFu,0.05,0.1793,298.15,100,1007.9,Yan et al. (2020),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
drnFu,0.05,0.1793,303.15,100,1006.2,Yan et al. (2020),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
drnFu,0.05,0.2007,278.15,100,1012.3,Yan et al. (2020),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
drnFu,0.05,0.2007,283.15,100,1011.9,Yan et al. (2020),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
drnFu,0.05,0.2007,288.15,100,1011.2,Yan et al. (2020),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
drnFu,0.05,0.2007,293.15,100,1010.2,Yan et al. (2020),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
drnFu,0.05,0.2007,298.15,100,1008.9,Yan et al. (2020),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
drnFu,0.05,0.2007,303.15,100,1007.2,Yan et al. (2020),Density,Liquid,AAkKNJ,CC(C)C[C@H](NC(=O)CN)C(=O)O,glycyl-L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
