setid,"Temperature, K","Solvent: MolaLity of 5-amino-3H-1,2,4-dithiazole-3-thione, mol/kg","MolaLity of sodium dodecyl sulfate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
pmHoh,298.15,0.05,0.025,100,1101.98,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,298.15,0.05,0.028,100,1102.19,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,298.15,0.05,0.031,100,1102.25,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,298.15,0.05,0.034,100,1102.36,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,298.15,0.1,0.001,100,1101.61,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,298.15,0.1,0.004,100,1101.64,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,298.15,0.1,0.007,100,1101.68,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,298.15,0.1,0.01,100,1101.73,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,298.15,0.1,0.013,100,1101.78,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,298.15,0.1,0.016,100,1101.83,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,298.15,0.1,0.019,100,1101.86,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,298.15,0.1,0.022,100,1101.88,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,298.15,0.1,0.025,100,1101.91,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,298.15,0.1,0.028,100,1101.93,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,298.15,0.1,0.031,100,1101.94,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,298.15,0.1,0.034,100,1101.96,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,303.15,0,0.03,100,1091.25,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,303.15,0,0.032,100,1091.29,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,303.15,0,0.034,100,1091.34,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,303.15,0,0.036,100,1091.38,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,303.15,0,0.038,100,1091.41,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,303.15,0,0.04,100,1091.45,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,303.15,0,0.042,100,1091.48,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,303.15,0,0.044,100,1091.49,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,303.15,0,0.046,100,1091.52,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,303.15,0,0.048,100,1091.53,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,303.15,0,0.05,100,1091.54,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,303.15,0,0.052,100,1091.55,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,303.15,0.01,0.001,100,1091.65,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,303.15,0.01,0.004,100,1091.67,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,303.15,0.01,0.007,100,1091.91,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,303.15,0.01,0.01,100,1092.1,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,303.15,0.01,0.013,100,1092.21,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,303.15,0.01,0.016,100,1092.39,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,303.15,0.01,0.019,100,1092.56,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,303.15,0.01,0.022,100,1092.63,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,303.15,0.01,0.025,100,1092.66,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,303.15,0.01,0.028,100,1092.67,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,303.15,0.01,0.031,100,1092.69,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,303.15,0.01,0.034,100,1092.71,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,303.15,0.05,0.001,100,1093.44,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,303.15,0.05,0.004,100,1093.66,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,303.15,0.05,0.007,100,1093.97,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,303.15,0.05,0.01,100,1094.48,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,303.15,0.05,0.013,100,1095.11,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,303.15,0.05,0.016,100,1095.71,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,303.15,0.05,0.019,100,1096.18,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,303.15,0.05,0.022,100,1096.49,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,303.15,0.05,0.025,100,1096.72,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,303.15,0.05,0.028,100,1096.9,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,303.15,0.05,0.031,100,1097.01,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,303.15,0.05,0.034,100,1097.12,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,303.15,0.1,0.001,100,1096.66,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,303.15,0.1,0.004,100,1096.69,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,303.15,0.1,0.007,100,1096.72,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,303.15,0.1,0.01,100,1096.76,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,303.15,0.1,0.013,100,1096.81,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,303.15,0.1,0.016,100,1096.87,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,303.15,0.1,0.019,100,1096.9,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,303.15,0.1,0.022,100,1096.93,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,303.15,0.1,0.025,100,1096.95,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,303.15,0.1,0.028,100,1096.97,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,303.15,0.1,0.031,100,1096.98,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,303.15,0.1,0.034,100,1097,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,308.15,0,0.03,100,1086.28,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,308.15,0,0.032,100,1086.31,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,308.15,0,0.034,100,1086.36,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,308.15,0,0.036,100,1086.41,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,308.15,0,0.038,100,1086.44,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,308.15,0,0.04,100,1086.49,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,308.15,0,0.042,100,1086.52,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,308.15,0,0.044,100,1086.54,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,308.15,0,0.046,100,1086.57,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,308.15,0,0.048,100,1086.58,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,308.15,0,0.05,100,1086.6,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,308.15,0,0.052,100,1086.61,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,308.15,0.01,0.001,100,1085.53,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,308.15,0.01,0.004,100,1085.55,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,308.15,0.01,0.007,100,1085.61,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,308.15,0.01,0.01,100,1085.71,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,308.15,0.01,0.013,100,1085.86,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
