setid,"Temperature, K","MolaLity of 1-ethyl-3-methylimidazolium bromide, mol/kg",Solvent: Weight fraction of monopotassium phosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
gdMDR,318.15,0.4325,0.1,101,1079.06,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,318.15,0.4448,0.04,101,1040.81,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,318.15,0.4665,0.1,101,1080.43,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,318.15,0.5049,0.1,101,1081.99,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,318.15,0.5457,0.1,101,1083.62,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,318.15,0.5754,0.04,101,1047.1,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,318.15,0.6441,0.04,101,1050.41,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,318.15,0.781,0.04,101,1056.81,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,318.15,0.9232,0.04,101,1063.2,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,318.15,1.0726,0.04,101,1069.83,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,318.15,1.3873,0.04,101,1082.88,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,318.15,1.6526,0.04,101,1093.32,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,318.15,1.9389,0.04,101,1104.12,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,318.15,2.2471,0.04,101,1114.67,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
gdMDR,318.15,2.5675,0.04,101,1125.77,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAaImV,O=P([O-])(O)O.[K+],monopotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
