setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium ethyl sulfate,Mole fraction of 2-propenol,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
JQGTE,313.15,0.0381,0.6151,87,1076.8,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,313.15,0.0516,0.2055,87,1253.2,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,313.15,0.0668,0.5671,87,1100.4,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,313.15,0.0834,0.3373,87,1198.7,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,313.15,0.1136,0.4731,87,1140.9,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,313.15,0.1271,0.4459,87,1151.7,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,313.15,0.1571,0.5545,87,1106.4,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,313.15,0.1947,0.4933,87,1132.1,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,313.15,0.2243,0.2686,87,1208.6,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,313.15,0.3188,0.0677,87,1259.3,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,313.15,0.3308,0.3349,87,1180.5,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,313.15,0.3561,0.1616,87,1229.4,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,313.15,0.412,0.1659,87,1224.3,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,313.15,0.4487,0.4384,87,1146.4,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,313.15,0.5678,0.1531,87,1216.7,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,313.15,0.6564,0.084,87,1227.9,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,313.15,0.7175,0.1898,87,1202.2,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,313.15,0.8273,0.1205,87,1211.9,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,313.15,0.9013,0.0781,87,1216.7,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,318.15,0.0149,0.8799,87,919,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,318.15,0.0156,0.0567,87,1310,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,318.15,0.0263,0.1549,87,1271.8,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,318.15,0.0268,0.1184,87,1284.9,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,318.15,0.0282,0.9177,87,899.6,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,318.15,0.0354,0.7074,87,1023.5,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,318.15,0.0381,0.6151,87,1072,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,318.15,0.0516,0.2055,87,1248,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,318.15,0.0668,0.5671,87,1095.7,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,318.15,0.0834,0.3373,87,1193.9,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,318.15,0.1136,0.4731,87,1136.5,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,318.15,0.1271,0.4459,87,1147.2,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,318.15,0.1571,0.5545,87,1102.1,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,318.15,0.1947,0.4933,87,1127.9,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,318.15,0.2243,0.2686,87,1204.3,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,318.15,0.3188,0.0677,87,1255.1,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,318.15,0.3308,0.3349,87,1176.6,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,318.15,0.3561,0.1616,87,1225.4,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,318.15,0.412,0.1659,87,1220.5,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,318.15,0.4487,0.4384,87,1143.5,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,318.15,0.5678,0.1531,87,1213,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,318.15,0.6564,0.084,87,1224.3,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,318.15,0.7175,0.1898,87,1198.8,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,318.15,0.8273,0.1205,87,1208.5,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
JQGTE,318.15,0.9013,0.0781,87,1213.3,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AALIDN,C=CCO,2-propenol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
