setid,"Solvent: MolaLity of 1-butyl-3-methylimidazolium chloride, mol/kg","MolaLity of 2-aminoacetic acid, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ewcPg,0.1912,0.814,310.15,101.3,1019.3,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.1912,0.814,318.15,101.3,1015.9,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.1912,0.889,298.15,101.3,1025.7,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.1912,0.889,308.15,101.3,1022.1,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.1912,0.889,310.15,101.3,1021.3,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.1912,0.889,318.15,101.3,1017.9,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.1912,1,298.15,101.3,1028.7,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.1912,1,308.15,101.3,1025.1,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.1912,1,310.15,101.3,1024.3,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.1912,1,318.15,101.3,1020.9,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.2993,0,298.15,101.3,1000.6,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.2993,0,308.15,101.3,997.4,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.2993,0,310.15,101.3,996.6,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.2993,0,318.15,101.3,993.4,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.2993,0.205,298.15,101.3,1007,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.2993,0.205,308.15,101.3,1003.6,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.2993,0.205,310.15,101.3,1002.9,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.2993,0.205,318.15,101.3,999.6,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.2993,0.301,298.15,101.3,1009.9,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.2993,0.301,308.15,101.3,1006.5,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.2993,0.301,310.15,101.3,1005.7,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.2993,0.301,318.15,101.3,1002.4,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.2993,0.402,298.15,101.3,1012.9,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.2993,0.402,308.15,101.3,1009.5,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.2993,0.402,310.15,101.3,1008.7,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.2993,0.402,318.15,101.3,1005.4,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.2993,0.501,298.15,101.3,1015.9,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.2993,0.501,308.15,101.3,1012.4,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.2993,0.501,310.15,101.3,1011.6,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.2993,0.501,318.15,101.3,1008.2,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.2993,0.599,298.15,101.3,1019.7,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.2993,0.599,308.15,101.3,1015.2,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.2993,0.599,310.15,101.3,1014.4,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.2993,0.599,318.15,101.3,1011,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.2993,0.803,298.15,101.3,1024.5,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.2993,0.803,308.15,101.3,1020.9,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.2993,0.803,310.15,101.3,1020.1,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.2993,0.803,318.15,101.3,1016.7,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.2993,0.903,298.15,101.3,1027.3,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.2993,0.903,308.15,101.3,1023.7,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.2993,0.903,310.15,101.3,1022.9,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.2993,0.903,318.15,101.3,1019.5,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.2993,0.999,298.15,101.3,1030,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.2993,0.999,308.15,101.3,1026.3,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.2993,0.999,310.15,101.3,1025.5,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
ewcPg,0.2993,0.999,318.15,101.3,1022,Kaur and Patyar (2023),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
