setid,"Solvent: MolaLity of 1-butyl-3-methylimidazolium tetrafluoroborate, mol/kg","Temperature, K","MolaLity of trilithium citrate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
dWeVJ,0.005,298.15,0.698,100,1091.3,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.005,298.15,0.792,100,1103.9,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.005,298.15,0.892,100,1117.4,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.005,298.15,0.996,100,1131.3,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.005,303.15,0.0998,100,1009.4,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.005,303.15,0.1991,100,1022.7,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.005,303.15,0.2992,100,1036.2,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.005,303.15,0.3897,100,1048.3,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.005,303.15,0.4988,100,1063,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.005,303.15,0.6,100,1076.6,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.005,303.15,0.698,100,1089.8,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.005,303.15,0.792,100,1102.3,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.005,303.15,0.892,100,1115.8,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.005,303.15,0.996,100,1129.7,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.005,308.15,0.0998,100,1007.7,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.005,308.15,0.1991,100,1021.1,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.005,308.15,0.2992,100,1034.5,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.005,308.15,0.3897,100,1046.6,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.005,308.15,0.4988,100,1061.3,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.005,308.15,0.6,100,1074.8,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.005,308.15,0.698,100,1088,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.005,308.15,0.792,100,1100.5,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.005,308.15,0.892,100,1114,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.005,308.15,0.996,100,1127.9,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.01,288.15,0.099,100,1013.1,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.01,288.15,0.2034,100,1027.2,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.01,288.15,0.3048,100,1040.8,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.01,288.15,0.4023,100,1054,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.01,288.15,0.5059,100,1068,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.01,288.15,0.61,100,1082,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.01,288.15,0.696,100,1093.7,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.01,288.15,0.805,100,1108.3,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.01,288.15,0.904,100,1121.8,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.01,288.15,1.01,100,1136,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.01,293.15,0.099,100,1012.2,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.01,293.15,0.2034,100,1026.2,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.01,293.15,0.3048,100,1039.9,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.01,293.15,0.4023,100,1053.1,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.01,293.15,0.5059,100,1067,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.01,293.15,0.61,100,1081,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.01,293.15,0.696,100,1092.7,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.01,293.15,0.805,100,1107.3,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.01,293.15,0.904,100,1120.7,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.01,293.15,1.01,100,1135,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.01,298.15,0.099,100,1011,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.01,298.15,0.2034,100,1025.1,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.01,298.15,0.3048,100,1038.7,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.01,298.15,0.4023,100,1051.9,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.01,298.15,0.5059,100,1065.8,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.01,298.15,0.61,100,1079.8,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.01,298.15,0.696,100,1091.4,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.01,298.15,0.805,100,1106,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.01,298.15,0.904,100,1119.4,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.01,298.15,1.01,100,1133.6,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.01,303.15,0.099,100,1009.6,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.01,303.15,0.2034,100,1023.6,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.01,303.15,0.3048,100,1037.3,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.01,303.15,0.4023,100,1050.4,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.01,303.15,0.5059,100,1064.3,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.01,303.15,0.61,100,1078.3,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.01,303.15,0.696,100,1089.9,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.01,303.15,0.805,100,1104.5,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.01,303.15,0.904,100,1117.8,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.01,303.15,1.01,100,1132,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.01,308.15,0.099,100,1008,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.01,308.15,0.2034,100,1022,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.01,308.15,0.3048,100,1035.6,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.01,308.15,0.4023,100,1048.7,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.01,308.15,0.5059,100,1062.6,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.01,308.15,0.61,100,1076.5,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.01,308.15,0.696,100,1088.2,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.01,308.15,0.805,100,1102.7,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.01,308.15,0.904,100,1116,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.01,308.15,1.01,100,1130.2,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.03,288.15,0.1009,100,1014.5,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
dWeVJ,0.03,288.15,0.1995,100,1027.8,Kumar and Katal (2018b),Density,Liquid,AAoTqw,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],trilithium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
