setid,"Temperature, K",Mole fraction of acetone,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
UvuhM,303.15,0.1501,101,1211.21,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,303.15,0.2066,101,1200.46,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,303.15,0.2998,101,1181.81,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,303.15,0.3999,101,1157.66,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,303.15,0.5,101,1126.78,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,303.15,0.6,101,1089.1,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,303.15,0.7,101,1041.02,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,303.15,0.8,101,978.52,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,303.15,0.9003,101,895.06,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,303.15,0.95,101,842.89,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,303.15,1,101,779.38,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,308.15,0,101,1230.5,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,308.15,0.0048,101,1229.8,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,308.15,0.0098,101,1229.2,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,308.15,0.015,101,1228.4,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,308.15,0.0249,101,1227.4,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,308.15,0.0399,101,1224.9,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,308.15,0.06,101,1221.8,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,308.15,0.0799,101,1218.9,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,308.15,0.1002,101,1215.71,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,308.15,0.1501,101,1207.73,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,308.15,0.2066,101,1196.93,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,308.15,0.2998,101,1178.19,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,308.15,0.3999,101,1153.94,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,308.15,0.5,101,1122.92,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,308.15,0.6,101,1085.07,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,308.15,0.7,101,1036.74,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,308.15,0.8,101,973.88,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,308.15,0.9003,101,889.95,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,308.15,0.95,101,837.49,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UvuhM,308.15,1,101,773.58,Lehmann et al. (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
