setid,Mole fraction of 1-butylpyridinium dicyanamide,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
mPzyf,0.7885,308.15,101,1078,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.7885,313.15,101,1074,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.7885,318.15,101,1071,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.7885,323.15,101,1068,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.7885,328.15,101,1065,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.7885,333.15,101,1061,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.7885,338.15,101,1059,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.7885,343.15,101,1055,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.7885,348.15,101,1053,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.7885,353.15,101,1049,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.9008,288.15,101,1082,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.9008,293.15,101,1079,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.9008,298.15,101,1076,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.9008,303.15,101,1072,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.9008,308.15,101,1069,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.9008,313.15,101,1066,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.9008,318.15,101,1063,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.9008,323.15,101,1060,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.9008,328.15,101,1057,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.9008,333.15,101,1054,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.9008,338.15,101,1051,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.9008,343.15,101,1048,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.9008,348.15,101,1045,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,0.9008,353.15,101,1042,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,1,288.15,101,1075,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,1,293.15,101,1072,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,1,298.15,101,1069,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,1,303.15,101,1066,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,1,308.15,101,1062,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,1,313.15,101,1060,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,1,318.15,101,1057,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,1,323.15,101,1054,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,1,328.15,101,1051,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,1,333.15,101,1048,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,1,338.15,101,1045,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,1,343.15,101,1042,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,1,348.15,101,1039,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
mPzyf,1,353.15,101,1036,Zhang et al. (2018h),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
