setid,"Temperature, K",Mole fraction of dichloromethane,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
qNEqm,303.15,0.8377,101,1297.16,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,303.15,0.8856,101,1302.36,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,303.15,0.9207,101,1305.32,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,303.15,0.9475,101,1307.06,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,303.15,0.9687,101,1307.85,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,303.15,0.9858,101,1307.8,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,303.15,1,101,1307.06,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,308.15,0,101,1230.5,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,308.15,0.0375,101,1231.7,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,308.15,0.0731,101,1233.4,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,308.15,0.1117,101,1234.8,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,308.15,0.1664,101,1237.5,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,308.15,0.2488,101,1241.71,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,308.15,0.3308,101,1246.13,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,308.15,0.4023,101,1251.05,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,308.15,0.4624,101,1254.96,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,308.15,0.5776,101,1264.32,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,308.15,0.6593,101,1271.69,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,308.15,0.7684,101,1283.61,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,308.15,0.8377,101,1291.11,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,308.15,0.8856,101,1295.65,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,308.15,0.9207,101,1298.03,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,308.15,0.9475,101,1299.21,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,308.15,0.9687,101,1299.46,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,308.15,0.9858,101,1298.92,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,308.15,1,101,1297.69,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
