setid,Solvent: Weight fraction of lithium bromide,"Temperature, K","MolaLity of 1-ethyl-3-methylimidazolium chloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
jTTVq,0.1,308.15,1.3621,101,1061.9,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.1,313.15,0.1022,101,1046.45,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.1,313.15,0.359,101,1049.34,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.1,313.15,0.5151,101,1051.09,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.1,313.15,0.7666,101,1053.85,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.1,313.15,0.9375,101,1055.66,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.1,313.15,1.0205,101,1056.52,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.1,313.15,1.2063,101,1058.38,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.1,313.15,1.3621,101,1059.89,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.1,318.15,0.1022,101,1044.39,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.1,318.15,0.359,101,1047.26,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.1,318.15,0.5151,101,1049.01,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.1,318.15,0.7666,101,1051.76,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.1,318.15,0.9375,101,1053.57,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.1,318.15,1.0205,101,1054.43,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.1,318.15,1.2063,101,1056.3,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.1,318.15,1.3621,101,1057.81,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.15,298.15,0.1057,101,1078.56,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.15,298.15,0.3581,101,1081.21,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.15,298.15,0.5099,101,1082.9,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.15,298.15,0.7366,101,1085.44,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.15,298.15,0.9333,101,1087.61,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.15,298.15,1.0216,101,1088.59,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.15,298.15,1.2168,101,1090.65,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.15,298.15,1.3614,101,1092.17,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.15,303.15,0.1057,101,1076.87,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.15,303.15,0.3581,101,1079.42,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.15,303.15,0.5099,101,1081.03,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.15,303.15,0.7366,101,1083.54,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.15,303.15,0.9333,101,1085.69,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.15,303.15,1.0216,101,1086.67,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.15,303.15,1.2168,101,1088.77,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.15,303.15,1.3614,101,1090.32,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.15,308.15,0.1057,101,1075.05,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.15,308.15,0.3581,101,1077.5,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.15,308.15,0.5099,101,1079.08,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.15,308.15,0.7366,101,1081.53,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.15,308.15,0.9333,101,1083.65,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.15,308.15,1.0216,101,1084.6,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.15,308.15,1.2168,101,1086.7,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.15,308.15,1.3614,101,1088.21,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.15,313.15,0.1057,101,1073.03,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.15,313.15,0.3581,101,1075.37,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.15,313.15,0.5099,101,1076.92,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.15,313.15,0.7366,101,1079.32,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.15,313.15,0.9333,101,1081.4,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.15,313.15,1.0216,101,1082.38,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.15,313.15,1.2168,101,1084.51,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.15,313.15,1.3614,101,1086.04,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.15,318.15,0.1057,101,1070.89,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.15,318.15,0.3581,101,1073.18,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.15,318.15,0.5099,101,1074.68,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.15,318.15,0.7366,101,1077.03,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.15,318.15,0.9333,101,1079.1,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.15,318.15,1.0216,101,1080.06,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.15,318.15,1.2168,101,1082.22,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
jTTVq,0.15,318.15,1.3614,101,1083.73,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
