setid,"Temperature, K","MolaLity of tetrapropylammonium bromide, mol/kg","Solvent: Weight fraction of 1,2-propanediol","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
HNgdG,293.15,0.1106,0.75,100,1046.15,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,293.15,0.1135,0.25,100,1022.45,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,293.15,0.1152,1,100,1038.44,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,293.15,0.1211,0.5,100,1040.81,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,293.15,0.1272,0,100,1001.76,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,293.15,0.1307,0.75,100,1046.52,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,293.15,0.135,1,100,1038.81,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,293.15,0.1351,0.25,100,1023.07,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,293.15,0.1442,0.5,100,1041.33,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,293.15,0.1446,0,100,1002.24,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,293.15,0.1487,0.75,100,1046.84,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,293.15,0.1531,0.25,100,1023.6,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,293.15,0.1532,1,100,1039.13,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,293.15,0.1643,0.5,100,1041.77,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0,0,100,997.04,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0,0.25,100,1017.02,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0,0.5,100,1034.79,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0,0.75,100,1040.36,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0,1,100,1032.49,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.0162,0,100,997.48,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.0168,0.75,100,1040.7,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.0168,1,100,1032.85,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.0173,0.25,100,1017.53,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.0183,0.5,100,1035.23,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.0221,0,100,997.65,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.0226,0.75,100,1040.82,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.0228,1,100,1032.98,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.0232,0.25,100,1017.7,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.0248,0.5,100,1035.38,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.0287,0,100,997.83,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.0294,0.75,100,1040.95,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.0299,1,100,1033.12,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.0305,0.25,100,1017.91,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.0332,0.5,100,1035.58,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.037,0,100,998.06,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.0378,0.75,100,1041.11,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.0382,1,100,1033.29,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.0391,0.25,100,1018.16,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.0422,0.5,100,1035.78,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.0463,0,100,998.32,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.0474,0.75,100,1041.3,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.0485,0.25,100,1018.43,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.0504,1,100,1033.53,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.052,0.5,100,1036,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.0579,0,100,998.64,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.0601,0.75,100,1041.54,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.0616,1,100,1033.76,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.0618,0.25,100,1018.8,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.0659,0.5,100,1036.31,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.0752,0,100,999.11,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.0777,0.75,100,1041.88,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.0801,0.25,100,1019.32,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.0808,1,100,1034.14,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.0854,0.5,100,1036.75,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.0912,0,100,999.54,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.0946,0.75,100,1042.19,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.0967,0.25,100,1019.79,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.0985,1,100,1034.47,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.1038,0.5,100,1037.15,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.1071,0,100,999.97,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.1106,0.75,100,1042.48,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.1135,0.25,100,1020.26,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.1152,1,100,1034.78,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.1211,0.5,100,1037.53,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.1272,0,100,1000.52,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.1307,0.75,100,1042.84,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.135,1,100,1035.15,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.1351,0.25,100,1020.87,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.1442,0.5,100,1038.03,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.1446,0,100,1000.99,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.1487,0.75,100,1043.15,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.1531,0.25,100,1021.37,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.1532,1,100,1035.47,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,298.15,0.1643,0.5,100,1038.46,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,303.15,0,0,100,995.65,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,303.15,0,0.25,100,1014.79,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,303.15,0,0.5,100,1031.49,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,303.15,0,0.75,100,1036.64,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,303.15,0,1,100,1028.78,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,303.15,0.0162,0,100,996.08,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,303.15,0.0168,0.75,100,1036.98,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,303.15,0.0168,1,100,1029.14,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,303.15,0.0173,0.25,100,1015.28,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,303.15,0.0183,0.5,100,1031.92,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,303.15,0.0221,0,100,996.24,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,303.15,0.0226,0.75,100,1037.09,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,303.15,0.0228,1,100,1029.27,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,303.15,0.0232,0.25,100,1015.44,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,303.15,0.0248,0.5,100,1032.07,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,303.15,0.0287,0,100,996.42,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,303.15,0.0294,0.75,100,1037.23,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,303.15,0.0299,1,100,1029.42,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,303.15,0.0305,0.25,100,1015.64,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,303.15,0.0332,0.5,100,1032.26,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,303.15,0.037,0,100,996.65,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,303.15,0.0378,0.75,100,1037.39,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,303.15,0.0382,1,100,1029.59,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,303.15,0.0391,0.25,100,1015.89,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,303.15,0.0422,0.5,100,1032.45,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,303.15,0.0463,0,100,996.9,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,303.15,0.0474,0.75,100,1037.58,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,303.15,0.0485,0.25,100,1016.15,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,303.15,0.0504,1,100,1029.84,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,303.15,0.052,0.5,100,1032.67,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,303.15,0.0579,0,100,997.21,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,303.15,0.0601,0.75,100,1037.82,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
HNgdG,303.15,0.0616,1,100,1030.06,Grzybkowski and Warminska (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
