setid,"Temperature, K","MolaLity of 1-dodecyl-3-methylimidazolium bromide, mol/kg","Pressure, kPa","Solvent: MolaLity of magnesium chloride, mol/kg","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
GYlll,308.15,0,84.5,0.035,997.276,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,308.15,0.00118,84.5,0.035,997.316,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,308.15,0.00192,84.5,0.035,997.34,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,308.15,0.00257,84.5,0.035,997.36,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,308.15,0.00288,84.5,0.035,997.375,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,308.15,0.00375,84.5,0.035,997.401,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,308.15,0.00438,84.5,0.035,997.419,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,308.15,0.00508,84.5,0.035,997.438,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,308.15,0.00542,84.5,0.035,997.453,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,308.15,0.00593,84.5,0.035,997.46,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,308.15,0.00912,84.5,0.035,997.544,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,308.15,0.01217,84.5,0.035,997.621,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,308.15,0.01515,84.5,0.035,997.699,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,308.15,0.01824,84.5,0.035,997.781,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,308.15,0.02048,84.5,0.035,997.839,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,308.15,0.02591,84.5,0.035,997.982,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,308.15,0.03049,84.5,0.035,998.103,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,308.15,0.04536,84.5,0.035,998.483,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,308.15,0.06171,84.5,0.035,998.906,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,308.15,0.0771,84.5,0.035,999.288,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,308.15,0.08617,84.5,0.035,999.52,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,308.15,0.11603,84.5,0.035,1000.27,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,313.15,0,84.5,0.035,995.455,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,313.15,0.00118,84.5,0.035,995.493,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,313.15,0.00192,84.5,0.035,995.516,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,313.15,0.00257,84.5,0.035,995.535,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,313.15,0.00288,84.5,0.035,995.549,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,313.15,0.00375,84.5,0.035,995.576,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,313.15,0.00438,84.5,0.035,995.592,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,313.15,0.00508,84.5,0.035,995.611,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,313.15,0.00542,84.5,0.035,995.623,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,313.15,0.00593,84.5,0.035,995.634,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,313.15,0.00912,84.5,0.035,995.712,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,313.15,0.01217,84.5,0.035,995.791,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,313.15,0.01515,84.5,0.035,995.863,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,313.15,0.01824,84.5,0.035,995.941,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,313.15,0.02048,84.5,0.035,996.001,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,313.15,0.02591,84.5,0.035,996.139,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,313.15,0.03049,84.5,0.035,996.254,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,313.15,0.04536,84.5,0.035,996.625,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,313.15,0.06171,84.5,0.035,997.034,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,313.15,0.0771,84.5,0.035,997.404,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,313.15,0.08617,84.5,0.035,997.629,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
GYlll,313.15,0.11603,84.5,0.035,998.36,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AASQTG,[Cl-].[Cl-].[Mg+2],magnesium chloride,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
