setid,"Solvent: MolaLity of 1-hexyl-3-methylimidazolium chloride, mol/kg","Temperature, K","MolaLity of potassium citrate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ZWuqT,0.03,298.15,0.89399,100,1145.36,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0.03,298.15,0.98838,100,1157.28,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0.03,303.15,0.01981,100,1000.57,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0.03,303.15,0.05025,100,1006.56,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0.03,303.15,0.06898,100,1010.21,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0.03,303.15,0.09907,100,1016.01,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0.03,303.15,0.19782,100,1034.5,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0.03,303.15,0.29554,100,1052.02,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0.03,303.15,0.39831,100,1069.64,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0.03,303.15,0.49835,100,1085.82,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0.03,303.15,0.59973,100,1101.58,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0.03,303.15,0.69505,100,1115.56,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0.03,303.15,0.79627,100,1129.68,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0.03,303.15,0.89399,100,1142.52,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0.03,303.15,0.98838,100,1154.22,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0.03,308.15,0.01981,100,998.918,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0.03,308.15,0.05025,100,1004.86,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0.03,308.15,0.06898,100,1008.48,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0.03,308.15,0.09907,100,1014.22,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0.03,308.15,0.19782,100,1032.56,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0.03,308.15,0.29554,100,1049.9,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0.03,308.15,0.39831,100,1067.29,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0.03,308.15,0.49835,100,1083.42,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0.03,308.15,0.59973,100,1098.99,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0.03,308.15,0.69505,100,1112.85,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0.03,308.15,0.79627,100,1126.78,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0.03,308.15,0.89399,100,1139.54,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0.03,308.15,0.98838,100,1151.15,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
