setid,"Temperature, K","Solvent: MolaLity of 1-pentyl-3-methylimidazolium bromide, mol/kg","MolaLity of N-acetyl-L-cysteine, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
hHpQL,308.15,0.005,0.2986,100,1006.97,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,308.15,0.005,0.4004,100,1011.32,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,308.15,0.005,0.4978,100,1015.47,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,308.15,0.005,0.596,100,1019.67,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,308.15,0.005,0.698,100,1024.02,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,308.15,0.01,0,100,994.42,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,308.15,0.01,0.099,100,998.64,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,308.15,0.01,0.1989,100,1002.91,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,308.15,0.01,0.2978,100,1007.12,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,308.15,0.01,0.3996,100,1011.47,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,308.15,0.01,0.4958,100,1015.57,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,308.15,0.01,0.599,100,1019.99,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,308.15,0.01,0.698,100,1024.2,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,308.15,0.03,0,100,995.2,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,308.15,0.03,0.0991,100,999.42,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,308.15,0.03,0.2002,100,1003.73,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,308.15,0.03,0.2975,100,1007.87,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,308.15,0.03,0.3975,100,1012.12,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,308.15,0.03,0.4993,100,1016.46,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,308.15,0.03,0.594,100,1020.51,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,308.15,0.03,0.691,100,1024.6,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,308.15,0.05,0,100,995.98,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,308.15,0.05,0.0999,100,1000.22,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,308.15,0.05,0.1995,100,1004.46,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,308.15,0.05,0.2978,100,1008.64,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,308.15,0.05,0.3993,100,1012.95,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,308.15,0.05,0.4963,100,1017.07,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,308.15,0.05,0.599,100,1021.44,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,308.15,0.05,0.699,100,1025.68,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,318.15,0,0,100,990.22,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,318.15,0,0.099,100,994.33,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,318.15,0,0.1981,100,998.44,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,318.15,0,0.2976,100,1002.57,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,318.15,0,0.397,100,1006.7,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,318.15,0,0.4992,100,1010.94,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,318.15,0,0.599,100,1015.09,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,318.15,0,0.69,100,1018.87,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,318.15,0.005,0,100,990.42,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,318.15,0.005,0.0993,100,994.54,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,318.15,0.005,0.1967,100,998.58,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,318.15,0.005,0.2986,100,1002.81,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,318.15,0.005,0.4004,100,1007.03,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,318.15,0.005,0.4978,100,1011.07,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,318.15,0.005,0.596,100,1015.15,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,318.15,0.005,0.698,100,1019.38,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,318.15,0.01,0,100,990.62,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,318.15,0.01,0.099,100,994.72,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,318.15,0.01,0.1989,100,998.87,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,318.15,0.01,0.2978,100,1002.96,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,318.15,0.01,0.3996,100,1007.19,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,318.15,0.01,0.4958,100,1011.18,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,318.15,0.01,0.599,100,1015.47,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,318.15,0.01,0.698,100,1019.56,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,318.15,0.03,0,100,991.41,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,318.15,0.03,0.0991,100,995.51,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,318.15,0.03,0.2002,100,999.7,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,318.15,0.03,0.2975,100,1003.73,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,318.15,0.03,0.3975,100,1007.86,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,318.15,0.03,0.4993,100,1012.08,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,318.15,0.03,0.594,100,1016.01,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,318.15,0.03,0.691,100,1019.99,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,318.15,0.05,0,100,992.21,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,318.15,0.05,0.0999,100,996.33,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,318.15,0.05,0.1995,100,1000.45,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,318.15,0.05,0.2978,100,1004.51,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,318.15,0.05,0.3993,100,1008.7,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,318.15,0.05,0.4963,100,1012.71,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,318.15,0.05,0.599,100,1016.95,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,318.15,0.05,0.699,100,1021.07,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
