setid,"Temperature, K","Pressure, kPa",Mole fraction of dimethyl sulfoxide,Mole fraction of water,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
KmsPN,293.15,25000,0.098,0.016,1155.5,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,293.15,25000,0.147,0.014,1157.6,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,293.15,25000,0.248,0.006,1158.1,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,293.15,25000,0.496,0.011,1153.6,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,293.15,25000,0.729,0.021,1138.7,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,293.15,25000,0.893,0.008,1126.7,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,293.15,25000,0.999,0.001,1111.1,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,293.15,30000,0,0.013,1158.3,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,293.15,30000,0.048,0.015,1158.1,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,293.15,30000,0.098,0.016,1156.9,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,293.15,30000,0.147,0.014,1159,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,293.15,30000,0.248,0.006,1159.8,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,293.15,30000,0.496,0.011,1155.2,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,293.15,30000,0.729,0.021,1141.4,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,293.15,30000,0.893,0.008,1128.7,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,293.15,30000,0.999,0.001,1113.6,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,293.15,35000,0,0.013,1159.7,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,293.15,35000,0.048,0.015,1159.3,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,293.15,35000,0.098,0.016,1158.3,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,293.15,35000,0.147,0.014,1160.4,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,293.15,35000,0.248,0.006,1161.1,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,293.15,35000,0.496,0.011,1156.9,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,293.15,35000,0.729,0.021,1143.3,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,293.15,35000,0.893,0.008,1130.9,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,293.15,35000,0.999,0.001,1116.1,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,100,0,0.013,1139,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,100,0.048,0.015,1138.2,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,100,0.098,0.016,1136.2,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,100,0.147,0.014,1138.8,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,100,0.248,0.006,1137.9,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,100,0.496,0.011,1128.8,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,100,0.729,0.021,1113.3,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,100,0.893,0.008,1097.1,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,100,0.999,0.001,1078.9,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,500,0,0.013,1139.1,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,500,0.048,0.015,1138.3,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,500,0.098,0.016,1136.3,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,500,0.147,0.014,1138.9,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,500,0.248,0.006,1137.9,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,500,0.496,0.011,1129,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,500,0.729,0.021,1113.5,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,500,0.893,0.008,1097.3,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,500,0.999,0.001,1079.2,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,1000,0,0.013,1139.4,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,1000,0.048,0.015,1138.5,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,1000,0.098,0.016,1136.7,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,1000,0.147,0.014,1139.2,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,1000,0.248,0.006,1138.1,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,1000,0.496,0.011,1129.1,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,1000,0.729,0.021,1113.7,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,1000,0.893,0.008,1097.6,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,1000,0.999,0.001,1079.6,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,2000,0,0.013,1139.6,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,2000,0.048,0.015,1139,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,2000,0.098,0.016,1136.9,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,2000,0.147,0.014,1139.5,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,2000,0.248,0.006,1138.4,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,2000,0.496,0.011,1129.5,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,2000,0.729,0.021,1114.2,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,2000,0.893,0.008,1098.2,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,2000,0.999,0.001,1080.1,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,3000,0,0.013,1139.8,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,3000,0.048,0.015,1139.4,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,3000,0.098,0.016,1137.1,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,3000,0.147,0.014,1139.7,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,3000,0.248,0.006,1138.6,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,3000,0.496,0.011,1129.7,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,3000,0.729,0.021,1114.7,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,3000,0.893,0.008,1098.6,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,3000,0.999,0.001,1080.7,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,4000,0,0.013,1140.2,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,4000,0.048,0.015,1139.3,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,4000,0.098,0.016,1137.4,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,4000,0.147,0.014,1140,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,4000,0.248,0.006,1138.9,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,4000,0.496,0.011,1130,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,4000,0.729,0.021,1115.1,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,4000,0.893,0.008,1099.1,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,4000,0.999,0.001,1081.1,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,6000,0,0.013,1140.8,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,6000,0.048,0.015,1140,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,6000,0.098,0.016,1138.1,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,6000,0.147,0.014,1140.8,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,6000,0.248,0.006,1139.4,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,6000,0.496,0.011,1130.9,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,6000,0.729,0.021,1115.9,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,6000,0.893,0.008,1100.3,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,6000,0.999,0.001,1082.9,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,8000,0,0.013,1141.4,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,8000,0.048,0.015,1140.5,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,8000,0.098,0.016,1138.6,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,8000,0.147,0.014,1141.4,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,8000,0.248,0.006,1140,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,8000,0.496,0.011,1131.6,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,8000,0.729,0.021,1116.8,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,8000,0.893,0.008,1101.2,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,8000,0.999,0.001,1083.5,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,10000,0,0.013,1142.2,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,10000,0.048,0.015,1141.1,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,10000,0.098,0.016,1139.3,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,10000,0.147,0.014,1142,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,313.15,10000,0.248,0.006,1140.4,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
