setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium thiocyanate,Mole fraction of acetic acid,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
bAsbQ,313.15,0.4466,0.1862,100,1017.7,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,313.15,0.5,0.088,100,1015.9,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,313.15,0.5223,0.335,100,1045.7,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,313.15,0.533,0.4394,100,1057.8,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,313.15,0.6059,0.2284,100,1045.1,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,313.15,0.643,0.3229,100,1057.6,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,313.15,0.6946,0.1142,100,1042.6,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,313.15,0.7494,0.0466,100,1043.3,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,313.15,0.7615,0.1969,100,1057.6,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,313.15,0.8329,0.1208,100,1057.8,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
bAsbQ,313.15,0.9024,0.0516,100,1057.7,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcAl,CC(=O)O,acetic acid,AAHueB,CC#N,acetonitrile
