setid,"Solvent: MolaLity of 1-hexyl-3-methylimidazolium chloride, mol/kg","Temperature, K","MolaLity of disodium hydrogen phosphate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
olyvW,0.03,303.15,0,101,997,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0.03,303.15,0.02416,101,1000,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0.03,303.15,0.0527,101,1003,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0.03,303.15,0.06834,101,1005,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0.03,303.15,0.09904,101,1009,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0.03,303.15,0.20005,101,1021,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0.03,303.15,0.29723,101,1033,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0.03,303.15,0.40026,101,1045,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0.03,303.15,0.5003,101,1057,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0.03,303.15,0.59786,101,1069,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0.03,303.15,0.69652,101,1081,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0.03,303.15,0.80391,101,1094,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0.03,303.15,0.89242,101,1105,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0.03,303.15,0.99204,101,1117,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0.03,308.15,0,101,995,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0.03,308.15,0.02416,101,998,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0.03,308.15,0.0527,101,1001,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0.03,308.15,0.06834,101,1003,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0.03,308.15,0.09904,101,1007,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0.03,308.15,0.20005,101,1019,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0.03,308.15,0.29723,101,1031,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0.03,308.15,0.40026,101,1043,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0.03,308.15,0.5003,101,1055,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0.03,308.15,0.59786,101,1067,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0.03,308.15,0.69652,101,1079,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0.03,308.15,0.80391,101,1092,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0.03,308.15,0.89242,101,1102,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0.03,308.15,0.99204,101,1114,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
