setid,"MolaLity of dodecyltrimethylammonium bromide, mol/kg","MolaLity of 1-dodecyl-3-methylimidazolium bromide, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
fEgXH,0.01048,0.00116,298.15,102,997.3,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.01096,0,298.15,102,997.28,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.01105,0.01105,298.15,102,997.59,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.01178,0.00295,298.15,102,997.38,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.01179,0.00131,298.15,102,997.33,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.01199,0,298.15,102,997.3,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.01244,0.01244,298.15,102,997.65,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.01273,0.0191,298.15,102,997.83,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.01299,0,298.15,102,997.32,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.01318,0.00879,298.15,102,997.55,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.01331,0.00571,298.15,102,997.48,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.01351,0.0015,298.15,102,997.37,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.01398,0,298.15,102,997.34,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.01425,0.01425,298.15,102,997.73,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.01441,0.0036,298.15,102,997.44,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.01503,0,298.15,102,997.36,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.01577,0.00175,298.15,102,997.41,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.01596,0,298.15,102,997.37,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.01802,0,298.15,102,997.4,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.01859,0.00797,298.15,102,997.62,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.01903,0.00476,298.15,102,997.53,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.02001,0,298.15,102,997.43,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.02066,0.0023,298.15,102,997.49,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.02152,0.01434,298.15,102,997.83,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.02181,0.00935,298.15,102,997.7,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.02494,0,298.15,102,997.5,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.02496,0.00277,298.15,102,997.57,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.02523,0.00631,298.15,102,997.67,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.02693,0.01795,298.15,102,998,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.02705,0.01159,298.15,102,997.83,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.02994,0,298.15,102,997.58,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.02998,0.00749,298.15,102,997.76,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.03038,0.00338,298.15,102,997.65,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.03366,0.00841,298.15,102,997.84,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.03501,0,298.15,102,997.64,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.03763,0.00418,298.15,102,997.77,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.03965,0.02644,298.15,102,998.41,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.03995,0,298.15,102,997.71,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.04386,0.0188,298.15,102,998.27,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.04983,0.03322,298.15,102,998.73,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.05264,0.01316,298.15,102,998.23,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.05345,0.02291,298.15,102,998.51,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.05789,0.00643,298.15,102,998.11,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.0689,0.01722,298.15,102,998.56,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
